newID,new extracter,original ID,year,all_authors,first_auth,title,doi,journal,lifestage_ne,ne_order,ne_family,ne_genus,ne_species,functional_group_ne,crop_family,crop_genus,crop_species,crop_species_VARIETY (not cultivar),crop_location_country,crop_location_state,annual_perennial,HIPV_name,HIPV_class,HIPV biopathway,deployment_method_simplified,deployment_matter,trap_type_simplified,Integrated_Approach,conventional or not,Response Variable,control_mean,control_se,control_sd,control_reps,HIPV_mean,HIPV_se,HIPV_sd,HIPV_reps,ExperimentalID
16,Cesar,24,2011,"Woods, JL; James, DG; Lee, JC; Gent, DH",,Evaluation of airborne methyl salicylate for improved conservation biological control of two-spotted spider mite and hop aphid in Oregon hop yards,10.1007/s10493-011-9495-8,EXPERIMENTAL AND APPLIED ACAROLOGY,Adult,Hymenoptera,unknown,unknown,unknown,Predator,Cannabaceae,Humulus,lupulus,NA,USA,Oregon,Perennial,Methyl salicylate,Benzenoid,Shikimate pathway,Sachet,Liquid,Beat,No,Yes,Abundance,0,0,0,3,2.22,0.73,1.26439709,3,U
16,Cesar,24,2011,"Woods, JL; James, DG; Lee, JC; Gent, DH",,Evaluation of airborne methyl salicylate for improved conservation biological control of two-spotted spider mite and hop aphid in Oregon hop yards,10.1007/s10493-011-9495-8,EXPERIMENTAL AND APPLIED ACAROLOGY,Adult,Hymenoptera,unknown,unknown,unknown,Predator,Cannabaceae,Humulus,lupulus,NA,USA,Oregon,Perennial,Methyl salicylate,Benzenoid,Shikimate pathway,Sachet,Liquid,Beat,No,Yes,Abundance,0.17,0.17,0.294448637,3,1.33,0.88,1.524204711,3,V
16,Cesar,24,2011,"Woods, JL; James, DG; Lee, JC; Gent, DH",,Evaluation of airborne methyl salicylate for improved conservation biological control of two-spotted spider mite and hop aphid in Oregon hop yards,10.1007/s10493-011-9495-8,EXPERIMENTAL AND APPLIED ACAROLOGY,Adult,Hymenoptera,unknown,unknown,unknown,Predator,Cannabaceae,Humulus,lupulus,NA,USA,Oregon,Perennial,Methyl salicylate,Benzenoid,Shikimate pathway,Sachet,Liquid,Beat,No,Yes,Abundance,0.17,0.17,0.294448637,3,0.33,0.33,0.571576766,3,W
16,Cesar,24,2011,"Woods, JL; James, DG; Lee, JC; Gent, DH",,Evaluation of airborne methyl salicylate for improved conservation biological control of two-spotted spider mite and hop aphid in Oregon hop yards,10.1007/s10493-011-9495-8,EXPERIMENTAL AND APPLIED ACAROLOGY,Adult,Hymenoptera,unknown,unknown,unknown,Predator,Cannabaceae,Humulus,lupulus,NA,USA,Oregon,Perennial,Methyl salicylate,Benzenoid,Shikimate pathway,Sachet,Liquid,Beat,No,Yes,Abundance,1.83,0.93,1.610807251,3,0.83,0.33,0.571576766,3,X
17,Cesar,25,2012,"Braasch, J; Kaplan, I",,Over what distance are plant volatiles bioactive? Estimating the spatial dimensions of attraction in an arthropod assemblage,10.1111/j.1570-7458.2012.01317.x,ENTOMOLOGIA EXPERIMENTALIS ET APPLICATA,All,Hemiptera,Anthocoridae,Orius,insidiosus,Predator,Fabaceae,Glycine,max,NA,USA,Indiana,Annual,2-phenylethanol,Benzenoid,Shikimate pathway,Liquid,Liquid,Vacuum,No,Yes,Abundance,2.66,0.48,0.96,4,1.89,0.35,0.7,4,A
17,Cesar,25,2012,"Braasch, J; Kaplan, I",,Over what distance are plant volatiles bioactive? Estimating the spatial dimensions of attraction in an arthropod assemblage,10.1111/j.1570-7458.2012.01317.x,ENTOMOLOGIA EXPERIMENTALIS ET APPLICATA,All,Hemiptera,Anthocoridae,Orius,insidiosus,Predator,Fabaceae,Glycine,max,NA,USA,Indiana,Annual,2-phenylethanol,Benzenoid,Shikimate pathway,Liquid,Liquid,Vacuum,No,Yes,Abundance,2.37,0.35,0.7,4,2.77,0.35,0.7,4,B
17,Cesar,25,2012,"Braasch, J; Kaplan, I",,Over what distance are plant volatiles bioactive? Estimating the spatial dimensions of attraction in an arthropod assemblage,10.1111/j.1570-7458.2012.01317.x,ENTOMOLOGIA EXPERIMENTALIS ET APPLICATA,All,Hemiptera,Anthocoridae,Orius,insidiosus,Predator,Fabaceae,Glycine,max,NA,USA,Indiana,Annual,2-phenylethanol,Benzenoid,Shikimate pathway,Liquid,Liquid,Vacuum,No,Yes,Abundance,2.46,0.4,0.8,4,2.18,0.46,0.92,4,C
17,Cesar,25,2012,"Braasch, J; Kaplan, I",,Over what distance are plant volatiles bioactive? Estimating the spatial dimensions of attraction in an arthropod assemblage,10.1111/j.1570-7458.2012.01317.x,ENTOMOLOGIA EXPERIMENTALIS ET APPLICATA,All,Thysanoptera,unknown,unknown,unknown,Predator,Fabaceae,Glycine,max,NA,USA,Indiana,Annual,2-phenylethanol,Benzenoid,Shikimate pathway,Liquid,Liquid,Vacuum,No,Yes,Abundance,0.46,0.11,0.22,4,0.38,0.13,0.26,4,D
17,Cesar,25,2012,"Braasch, J; Kaplan, I",,Over what distance are plant volatiles bioactive? Estimating the spatial dimensions of attraction in an arthropod assemblage,10.1111/j.1570-7458.2012.01317.x,ENTOMOLOGIA EXPERIMENTALIS ET APPLICATA,All,Thysanoptera,unknown,unknown,unknown,Predator,Fabaceae,Glycine,max,NA,USA,Indiana,Annual,2-phenylethanol,Benzenoid,Shikimate pathway,Liquid,Liquid,Vacuum,No,Yes,Abundance,0.57,0.12,0.24,4,0.31,0.8,1.6,4,E
17,Cesar,25,2012,"Braasch, J; Kaplan, I",,Over what distance are plant volatiles bioactive? Estimating the spatial dimensions of attraction in an arthropod assemblage,10.1111/j.1570-7458.2012.01317.x,ENTOMOLOGIA EXPERIMENTALIS ET APPLICATA,All,Thysanoptera,unknown,unknown,unknown,Predator,Fabaceae,Glycine,max,NA,USA,Indiana,Annual,2-phenylethanol,Benzenoid,Shikimate pathway,Liquid,Liquid,Vacuum,No,Yes,Abundance,0.54,0.13,0.26,4,0.29,0.14,0.28,4,F
17,Cesar,25,2012,"Braasch, J; Kaplan, I",,Over what distance are plant volatiles bioactive? Estimating the spatial dimensions of attraction in an arthropod assemblage,10.1111/j.1570-7458.2012.01317.x,ENTOMOLOGIA EXPERIMENTALIS ET APPLICATA,All,Hymenoptera,unknown,unknown,unknown,All,Fabaceae,Glycine,max,NA,USA,Indiana,Annual,2-phenylethanol,Benzenoid,Shikimate pathway,Liquid,Liquid,Vacuum,No,Yes,Abundance,0.74,0.54,1.08,4,0.38,0.26,0.52,4,G
17,Cesar,25,2012,"Braasch, J; Kaplan, I",,Over what distance are plant volatiles bioactive? Estimating the spatial dimensions of attraction in an arthropod assemblage,10.1111/j.1570-7458.2012.01317.x,ENTOMOLOGIA EXPERIMENTALIS ET APPLICATA,All,Hymenoptera,unknown,unknown,unknown,All,Fabaceae,Glycine,max,NA,USA,Indiana,Annual,2-phenylethanol,Benzenoid,Shikimate pathway,Liquid,Liquid,Vacuum,No,Yes,Abundance,0.75,0.36,0.72,4,0.12,0.12,0.24,4,H
17,Cesar,25,2012,"Braasch, J; Kaplan, I",,Over what distance are plant volatiles bioactive? Estimating the spatial dimensions of attraction in an arthropod assemblage,10.1111/j.1570-7458.2012.01317.x,ENTOMOLOGIA EXPERIMENTALIS ET APPLICATA,All,Hymenoptera,unknown,unknown,unknown,All,Fabaceae,Glycine,max,NA,USA,Indiana,Annual,2-phenylethanol,Benzenoid,Shikimate pathway,Liquid,Liquid,Vacuum,No,Yes,Abundance,1.25,0.49,0.98,4,0.38,0.37,0.74,4,I
17,Cesar,25,2012,"Braasch, J; Kaplan, I",,Over what distance are plant volatiles bioactive? Estimating the spatial dimensions of attraction in an arthropod assemblage,10.1111/j.1570-7458.2012.01317.x,ENTOMOLOGIA EXPERIMENTALIS ET APPLICATA,All,Hemiptera,Nabidae,Nabis,unknown,Predator,Fabaceae,Glycine,max,NA,USA,Indiana,Annual,2-phenylethanol,Benzenoid,Shikimate pathway,Liquid,Liquid,Vacuum,No,Yes,Abundance,1.15,0.18,0.36,4,0.75,0.16,0.32,4,J
17,Cesar,25,2012,"Braasch, J; Kaplan, I",,Over what distance are plant volatiles bioactive? Estimating the spatial dimensions of attraction in an arthropod assemblage,10.1111/j.1570-7458.2012.01317.x,ENTOMOLOGIA EXPERIMENTALIS ET APPLICATA,All,Hemiptera,Nabidae,Nabis,unknown,Predator,Fabaceae,Glycine,max,NA,USA,Indiana,Annual,2-phenylethanol,Benzenoid,Shikimate pathway,Liquid,Liquid,Vacuum,No,Yes,Abundance,0.98,0.16,0.32,4,1.06,0.2,0.4,4,K
17,Cesar,25,2012,"Braasch, J; Kaplan, I",,Over what distance are plant volatiles bioactive? Estimating the spatial dimensions of attraction in an arthropod assemblage,10.1111/j.1570-7458.2012.01317.x,ENTOMOLOGIA EXPERIMENTALIS ET APPLICATA,All,Hemiptera,Nabidae,Nabis,unknown,Predator,Fabaceae,Glycine,max,NA,USA,Indiana,Annual,2-phenylethanol,Benzenoid,Shikimate pathway,Liquid,Liquid,Vacuum,No,Yes,Abundance,1.3,0.35,0.7,4,1.19,0.19,0.38,4,L
17,Cesar,25,2012,"Braasch, J; Kaplan, I",,Over what distance are plant volatiles bioactive? Estimating the spatial dimensions of attraction in an arthropod assemblage,10.1111/j.1570-7458.2012.01317.x,ENTOMOLOGIA EXPERIMENTALIS ET APPLICATA,All,Araneae,unknown,unknown,unknown,Predator,Fabaceae,Glycine,max,NA,USA,Indiana,Annual,2-phenylethanol,Benzenoid,Shikimate pathway,Liquid,Liquid,Vacuum,No,Yes,Abundance,1.87,0.27,0.54,4,2.02,0.31,0.62,4,M
17,Cesar,25,2012,"Braasch, J; Kaplan, I",,Over what distance are plant volatiles bioactive? Estimating the spatial dimensions of attraction in an arthropod assemblage,10.1111/j.1570-7458.2012.01317.x,ENTOMOLOGIA EXPERIMENTALIS ET APPLICATA,All,Araneae,unknown,unknown,unknown,Predator,Fabaceae,Glycine,max,NA,USA,Indiana,Annual,2-phenylethanol,Benzenoid,Shikimate pathway,Liquid,Liquid,Vacuum,No,Yes,Abundance,2.64,32,64,4,1.58,0.24,0.48,4,N
17,Cesar,25,2012,"Braasch, J; Kaplan, I",,Over what distance are plant volatiles bioactive? Estimating the spatial dimensions of attraction in an arthropod assemblage,10.1111/j.1570-7458.2012.01317.x,ENTOMOLOGIA EXPERIMENTALIS ET APPLICATA,All,Araneae,unknown,unknown,unknown,Predator,Fabaceae,Glycine,max,NA,USA,Indiana,Annual,2-phenylethanol,Benzenoid,Shikimate pathway,Liquid,Liquid,Vacuum,No,Yes,Abundance,2.4,0.45,0.9,4,2.48,0.26,0.52,4,O
17,Cesar,25,2012,"Braasch, J; Kaplan, I",,Over what distance are plant volatiles bioactive? Estimating the spatial dimensions of attraction in an arthropod assemblage,10.1111/j.1570-7458.2012.01317.x,ENTOMOLOGIA EXPERIMENTALIS ET APPLICATA,Adult,Hymenoptera,Braconidae,unknown,unknown,Parasitoid,Fabaceae,Glycine,max,NA,USA,Indiana,Annual,2-phenylethanol,Benzenoid,Shikimate pathway,Liquid,Liquid,Vacuum,No,Yes,Abundance,1.65,0.4,0.8,4,3.39,0.62,1.24,4,P
17,Cesar,25,2012,"Braasch, J; Kaplan, I",,Over what distance are plant volatiles bioactive? Estimating the spatial dimensions of attraction in an arthropod assemblage,10.1111/j.1570-7458.2012.01317.x,ENTOMOLOGIA EXPERIMENTALIS ET APPLICATA,Adult,Hymenoptera,Braconidae,unknown,unknown,Parasitoid,Fabaceae,Glycine,max,NA,USA,Indiana,Annual,2-phenylethanol,Benzenoid,Shikimate pathway,Liquid,Liquid,Vacuum,No,Yes,Abundance,0.89,0.28,0.56,4,0.62,0.26,0.52,4,Q
17,Cesar,25,2012,"Braasch, J; Kaplan, I",,Over what distance are plant volatiles bioactive? Estimating the spatial dimensions of attraction in an arthropod assemblage,10.1111/j.1570-7458.2012.01317.x,ENTOMOLOGIA EXPERIMENTALIS ET APPLICATA,Adult,Hymenoptera,Braconidae,unknown,unknown,Parasitoid,Fabaceae,Glycine,max,NA,USA,Indiana,Annual,2-phenylethanol,Benzenoid,Shikimate pathway,Liquid,Liquid,Vacuum,No,Yes,Abundance,1.59,0.76,1.52,4,0.12,0.1,0.2,4,R
18,Cesar,26,2012,"Braasch, J; Wimp, GM; Kaplan, I",,Testing for Phytochemical Synergism: Arthropod Community Responses to Induced Plant Volatile Blends Across Crops,10.1007/s10886-012-0202-y,JOURNAL OF CHEMICAL ECOLOGY,Adult,Hymenoptera,Ceraphronidae,unknown,unknown,Parasitoid,Fabaceae,Glycine,max,NA,USA,Indiana,Annual,Methyl salicylate,Benzenoid,Shikimate pathway,Liquid,Liquid,Sticky trap,No,Yes,Abundance,0.79,0.41,1.004290795,6,0.98,0.49,1.200249974,6,A
18,Cesar,26,2012,"Braasch, J; Wimp, GM; Kaplan, I",,Testing for Phytochemical Synergism: Arthropod Community Responses to Induced Plant Volatile Blends Across Crops,10.1007/s10886-012-0202-y,JOURNAL OF CHEMICAL ECOLOGY,Adult,Hymenoptera,Ceraphronidae,unknown,unknown,Parasitoid,Fabaceae,Glycine,max,NA,USA,Indiana,Annual,(Z)-3-hexenol,GLV,Lox pathway,Liquid,Liquid,Sticky trap,No,Yes,Abundance,0.79,0.41,1.004290795,6,1.26,0.63,1.543178538,6,A
18,Cesar,26,2012,"Braasch, J; Wimp, GM; Kaplan, I",,Testing for Phytochemical Synergism: Arthropod Community Responses to Induced Plant Volatile Blends Across Crops,10.1007/s10886-012-0202-y,JOURNAL OF CHEMICAL ECOLOGY,Adult,Hymenoptera,Ceraphronidae,unknown,unknown,Parasitoid,Fabaceae,Glycine,max,NA,USA,Indiana,Annual,2-phenylethanol,Benzenoid,Shikimate pathway,Liquid,Liquid,Sticky trap,No,Yes,Abundance,0.79,0.41,1.004290795,6,1.01,0.51,1.249239769,6,A
18,Cesar,26,2012,"Braasch, J; Wimp, GM; Kaplan, I",,Testing for Phytochemical Synergism: Arthropod Community Responses to Induced Plant Volatile Blends Across Crops,10.1007/s10886-012-0202-y,JOURNAL OF CHEMICAL ECOLOGY,Adult,Hymenoptera,Encyrtidae,unknown,unknown,Parasitoid,Fabaceae,Glycine,max,NA,USA,Indiana,Annual,Methyl salicylate,Benzenoid,Shikimate pathway,Liquid,Liquid,Sticky trap,No,Yes,Abundance,0.64,0.28,0.685857128,6,1.64,1,2.449489743,6,B
18,Cesar,26,2012,"Braasch, J; Wimp, GM; Kaplan, I",,Testing for Phytochemical Synergism: Arthropod Community Responses to Induced Plant Volatile Blends Across Crops,10.1007/s10886-012-0202-y,JOURNAL OF CHEMICAL ECOLOGY,Adult,Hymenoptera,Encyrtidae,unknown,unknown,Parasitoid,Fabaceae,Glycine,max,NA,USA,Indiana,Annual,(Z)-3-hexenol,GLV,Lox pathway,Liquid,Liquid,Sticky trap,No,Yes,Abundance,0.64,0.28,0.685857128,6,0.23,0.03,0.073484692,6,B
18,Cesar,26,2012,"Braasch, J; Wimp, GM; Kaplan, I",,Testing for Phytochemical Synergism: Arthropod Community Responses to Induced Plant Volatile Blends Across Crops,10.1007/s10886-012-0202-y,JOURNAL OF CHEMICAL ECOLOGY,Adult,Hymenoptera,Encyrtidae,unknown,unknown,Parasitoid,Fabaceae,Glycine,max,NA,USA,Indiana,Annual,2-phenylethanol,Benzenoid,Shikimate pathway,Liquid,Liquid,Sticky trap,No,Yes,Abundance,0.64,0.28,0.685857128,6,0.38,0.12,0.293938769,6,B
18,Cesar,26,2012,"Braasch, J; Wimp, GM; Kaplan, I",,Testing for Phytochemical Synergism: Arthropod Community Responses to Induced Plant Volatile Blends Across Crops,10.1007/s10886-012-0202-y,JOURNAL OF CHEMICAL ECOLOGY,Adult,Hymenoptera,Ichneumonidae,unknown,unknown,Parasitoid,Fabaceae,Glycine,max,NA,USA,Indiana,Annual,Methyl salicylate,Benzenoid,Shikimate pathway,Liquid,Liquid,Sticky trap,No,Yes,Abundance,0.04,0.04,0.09797959,6,0.1,0.04,0.09797959,6,C
18,Cesar,26,2012,"Braasch, J; Wimp, GM; Kaplan, I",,Testing for Phytochemical Synergism: Arthropod Community Responses to Induced Plant Volatile Blends Across Crops,10.1007/s10886-012-0202-y,JOURNAL OF CHEMICAL ECOLOGY,Adult,Hymenoptera,Ichneumonidae,unknown,unknown,Parasitoid,Fabaceae,Glycine,max,NA,USA,Indiana,Annual,(Z)-3-hexenol,GLV,Lox pathway,Liquid,Liquid,Sticky trap,No,Yes,Abundance,0.04,0.04,0.09797959,6,0.09,0.06,0.146969385,6,C
18,Cesar,26,2012,"Braasch, J; Wimp, GM; Kaplan, I",,Testing for Phytochemical Synergism: Arthropod Community Responses to Induced Plant Volatile Blends Across Crops,10.1007/s10886-012-0202-y,JOURNAL OF CHEMICAL ECOLOGY,Adult,Hymenoptera,Ichneumonidae,unknown,unknown,Parasitoid,Fabaceae,Glycine,max,NA,USA,Indiana,Annual,2-phenylethanol,Benzenoid,Shikimate pathway,Liquid,Liquid,Sticky trap,No,Yes,Abundance,0.04,0.04,0.09797959,6,0.15,0.09,0.220454077,6,C
18,Cesar,26,2012,"Braasch, J; Wimp, GM; Kaplan, I",,Testing for Phytochemical Synergism: Arthropod Community Responses to Induced Plant Volatile Blends Across Crops,10.1007/s10886-012-0202-y,JOURNAL OF CHEMICAL ECOLOGY,Adult,Hymenoptera,unknown,unknown,unknown,Parasitoid,Fabaceae,Glycine,max,NA,USA,Indiana,Annual,Methyl salicylate,Benzenoid,Shikimate pathway,Liquid,Liquid,Sticky trap,No,Yes,Abundance,0.97,0.19,0.465403051,6,0.95,0.25,0.612372436,6,D
18,Cesar,26,2012,"Braasch, J; Wimp, GM; Kaplan, I",,Testing for Phytochemical Synergism: Arthropod Community Responses to Induced Plant Volatile Blends Across Crops,10.1007/s10886-012-0202-y,JOURNAL OF CHEMICAL ECOLOGY,Adult,Hymenoptera,unknown,unknown,unknown,Parasitoid,Fabaceae,Glycine,max,NA,USA,Indiana,Annual,(Z)-3-hexenol,GLV,Lox pathway,Liquid,Liquid,Sticky trap,No,Yes,Abundance,0.97,0.19,0.465403051,6,1.22,0.35,0.85732141,6,D
18,Cesar,26,2012,"Braasch, J; Wimp, GM; Kaplan, I",,Testing for Phytochemical Synergism: Arthropod Community Responses to Induced Plant Volatile Blends Across Crops,10.1007/s10886-012-0202-y,JOURNAL OF CHEMICAL ECOLOGY,Adult,Hymenoptera,unknown,unknown,unknown,Parasitoid,Fabaceae,Glycine,max,NA,USA,Indiana,Annual,2-phenylethanol,Benzenoid,Shikimate pathway,Liquid,Liquid,Sticky trap,No,Yes,Abundance,0.97,0.19,0.465403051,6,1.68,0.4,0.979795897,6,D
18,Cesar,26,2012,"Braasch, J; Wimp, GM; Kaplan, I",,Testing for Phytochemical Synergism: Arthropod Community Responses to Induced Plant Volatile Blends Across Crops,10.1007/s10886-012-0202-y,JOURNAL OF CHEMICAL ECOLOGY,Adult,Hymenoptera,unknown,unknown,unknown,Parasitoid,Fabaceae,Glycine,max,NA,USA,Indiana,Annual,Methyl salicylate,Benzenoid,Shikimate pathway,Liquid,Liquid,Sticky trap,No,Yes,Abundance,0.18,0.09,0.220454077,6,0.04,0.04,0.09797959,6,E
18,Cesar,26,2012,"Braasch, J; Wimp, GM; Kaplan, I",,Testing for Phytochemical Synergism: Arthropod Community Responses to Induced Plant Volatile Blends Across Crops,10.1007/s10886-012-0202-y,JOURNAL OF CHEMICAL ECOLOGY,Adult,Hymenoptera,unknown,unknown,unknown,Parasitoid,Fabaceae,Glycine,max,NA,USA,Indiana,Annual,(Z)-3-hexenol,GLV,Lox pathway,Liquid,Liquid,Sticky trap,No,Yes,Abundance,0.18,0.09,0.220454077,6,0.05,0.03,0.073484692,6,E
18,Cesar,26,2012,"Braasch, J; Wimp, GM; Kaplan, I",,Testing for Phytochemical Synergism: Arthropod Community Responses to Induced Plant Volatile Blends Across Crops,10.1007/s10886-012-0202-y,JOURNAL OF CHEMICAL ECOLOGY,Adult,Hymenoptera,unknown,unknown,unknown,Parasitoid,Fabaceae,Glycine,max,NA,USA,Indiana,Annual,2-phenylethanol,Benzenoid,Shikimate pathway,Liquid,Liquid,Sticky trap,No,Yes,Abundance,0.18,0.09,0.220454077,6,0.05,0.04,0.09797959,6,E
18,Cesar,26,2012,"Braasch, J; Wimp, GM; Kaplan, I",,Testing for Phytochemical Synergism: Arthropod Community Responses to Induced Plant Volatile Blends Across Crops,10.1007/s10886-012-0202-y,JOURNAL OF CHEMICAL ECOLOGY,Adult,Hymenoptera,unknown,unknown,unknown,Parasitoid,Fabaceae,Glycine,max,NA,USA,Indiana,Annual,Methyl salicylate,Benzenoid,Shikimate pathway,Liquid,Liquid,Sticky trap,No,Yes,Abundance,0.24,0.09,0.220454077,6,0.09,0.04,0.09797959,6,F
18,Cesar,26,2012,"Braasch, J; Wimp, GM; Kaplan, I",,Testing for Phytochemical Synergism: Arthropod Community Responses to Induced Plant Volatile Blends Across Crops,10.1007/s10886-012-0202-y,JOURNAL OF CHEMICAL ECOLOGY,Adult,Hymenoptera,unknown,unknown,unknown,Parasitoid,Fabaceae,Glycine,max,NA,USA,Indiana,Annual,(Z)-3-hexenol,GLV,Lox pathway,Liquid,Liquid,Sticky trap,No,Yes,Abundance,0.24,0.09,0.220454077,6,0.11,0.05,0.122474487,6,F
18,Cesar,26,2012,"Braasch, J; Wimp, GM; Kaplan, I",,Testing for Phytochemical Synergism: Arthropod Community Responses to Induced Plant Volatile Blends Across Crops,10.1007/s10886-012-0202-y,JOURNAL OF CHEMICAL ECOLOGY,Adult,Hymenoptera,unknown,unknown,unknown,Parasitoid,Fabaceae,Glycine,max,NA,USA,Indiana,Annual,2-phenylethanol,Benzenoid,Shikimate pathway,Liquid,Liquid,Sticky trap,No,Yes,Abundance,0.24,0.09,0.220454077,6,0.17,0.04,0.09797959,6,F
18,Cesar,26,2012,"Braasch, J; Wimp, GM; Kaplan, I",,Testing for Phytochemical Synergism: Arthropod Community Responses to Induced Plant Volatile Blends Across Crops,10.1007/s10886-012-0202-y,JOURNAL OF CHEMICAL ECOLOGY,Adult,Hemiptera,Anthocoridae,Orius,insidiosus,Predator,Fabaceae,Glycine,max,NA,USA,Indiana,Annual,Methyl salicylate,Benzenoid,Shikimate pathway,Liquid,Liquid,Sticky trap,No,Yes,Abundance,2.04,0.27,0.661362231,6,3.5,0.54,1.322724461,6,G
18,Cesar,26,2012,"Braasch, J; Wimp, GM; Kaplan, I",,Testing for Phytochemical Synergism: Arthropod Community Responses to Induced Plant Volatile Blends Across Crops,10.1007/s10886-012-0202-y,JOURNAL OF CHEMICAL ECOLOGY,Adult,Hemiptera,Anthocoridae,Orius,insidiosus,Predator,Fabaceae,Glycine,max,NA,USA,Indiana,Annual,(Z)-3-hexenol,GLV,Lox pathway,Liquid,Liquid,Sticky trap,No,Yes,Abundance,2.04,0.27,0.661362231,6,3.21,0.46,1.126765282,6,G
18,Cesar,26,2012,"Braasch, J; Wimp, GM; Kaplan, I",,Testing for Phytochemical Synergism: Arthropod Community Responses to Induced Plant Volatile Blends Across Crops,10.1007/s10886-012-0202-y,JOURNAL OF CHEMICAL ECOLOGY,Adult,Hemiptera,Anthocoridae,Orius,insidiosus,Predator,Fabaceae,Glycine,max,NA,USA,Indiana,Annual,2-phenylethanol,Benzenoid,Shikimate pathway,Liquid,Liquid,Sticky trap,No,Yes,Abundance,2.04,0.27,0.661362231,6,2.9,0.35,0.85732141,6,G
18,Cesar,26,2012,"Braasch, J; Wimp, GM; Kaplan, I",,Testing for Phytochemical Synergism: Arthropod Community Responses to Induced Plant Volatile Blends Across Crops,10.1007/s10886-012-0202-y,JOURNAL OF CHEMICAL ECOLOGY,Adult,Thysanoptera,unknown,unknown,unknown,Predator,Fabaceae,Glycine,max,NA,USA,Indiana,Annual,Methyl salicylate,Benzenoid,Shikimate pathway,Liquid,Liquid,Sticky trap,No,Yes,Abundance,0.4,0.18,0.440908154,6,0.27,0.12,0.293938769,6,H
18,Cesar,26,2012,"Braasch, J; Wimp, GM; Kaplan, I",,Testing for Phytochemical Synergism: Arthropod Community Responses to Induced Plant Volatile Blends Across Crops,10.1007/s10886-012-0202-y,JOURNAL OF CHEMICAL ECOLOGY,Adult,Thysanoptera,unknown,unknown,unknown,Predator,Fabaceae,Glycine,max,NA,USA,Indiana,Annual,(Z)-3-hexenol,GLV,Lox pathway,Liquid,Liquid,Sticky trap,No,Yes,Abundance,0.4,0.18,0.440908154,6,0.33,0.17,0.416413256,6,H
18,Cesar,26,2012,"Braasch, J; Wimp, GM; Kaplan, I",,Testing for Phytochemical Synergism: Arthropod Community Responses to Induced Plant Volatile Blends Across Crops,10.1007/s10886-012-0202-y,JOURNAL OF CHEMICAL ECOLOGY,Adult,Thysanoptera,unknown,unknown,unknown,Predator,Fabaceae,Glycine,max,NA,USA,Indiana,Annual,2-phenylethanol,Benzenoid,Shikimate pathway,Liquid,Liquid,Sticky trap,No,Yes,Abundance,0.4,0.18,0.440908154,6,0.3,0.11,0.269443872,6,H
18,Cesar,26,2012,"Braasch, J; Wimp, GM; Kaplan, I",,Testing for Phytochemical Synergism: Arthropod Community Responses to Induced Plant Volatile Blends Across Crops,10.1007/s10886-012-0202-y,JOURNAL OF CHEMICAL ECOLOGY,Adult,Diptera,Tachinidae,unknown,unknown,Parasitoid,Fabaceae,Glycine,max,NA,USA,Indiana,Annual,Methyl salicylate,Benzenoid,Shikimate pathway,Liquid,Liquid,Sticky trap,No,Yes,Abundance,0.49,0.15,0.367423461,6,0.21,0.11,0.269443872,6,I
18,Cesar,26,2012,"Braasch, J; Wimp, GM; Kaplan, I",,Testing for Phytochemical Synergism: Arthropod Community Responses to Induced Plant Volatile Blends Across Crops,10.1007/s10886-012-0202-y,JOURNAL OF CHEMICAL ECOLOGY,Adult,Diptera,Tachinidae,unknown,unknown,Parasitoid,Fabaceae,Glycine,max,NA,USA,Indiana,Annual,(Z)-3-hexenol,GLV,Lox pathway,Liquid,Liquid,Sticky trap,No,Yes,Abundance,0.49,0.15,0.367423461,6,1.48,0.35,0.85732141,6,I
18,Cesar,26,2012,"Braasch, J; Wimp, GM; Kaplan, I",,Testing for Phytochemical Synergism: Arthropod Community Responses to Induced Plant Volatile Blends Across Crops,10.1007/s10886-012-0202-y,JOURNAL OF CHEMICAL ECOLOGY,Adult,Diptera,Tachinidae,unknown,unknown,Parasitoid,Fabaceae,Glycine,max,NA,USA,Indiana,Annual,2-phenylethanol,Benzenoid,Shikimate pathway,Liquid,Liquid,Sticky trap,No,Yes,Abundance,0.49,0.15,0.367423461,6,0.65,0.31,0.75934182,6,I
18,Cesar,26,2012,"Braasch, J; Wimp, GM; Kaplan, I",,Testing for Phytochemical Synergism: Arthropod Community Responses to Induced Plant Volatile Blends Across Crops,10.1007/s10886-012-0202-y,JOURNAL OF CHEMICAL ECOLOGY,Adult,Diptera,Phoridae ,unknown,unknown,Parasitoid,Fabaceae,Glycine,max,NA,USA,Indiana,Annual,Methyl salicylate,Benzenoid,Shikimate pathway,Liquid,Liquid,Sticky trap,No,Yes,Abundance,6.16,1.1,2.694438717,6,8.97,1.52,3.723224409,6,J
18,Cesar,26,2012,"Braasch, J; Wimp, GM; Kaplan, I",,Testing for Phytochemical Synergism: Arthropod Community Responses to Induced Plant Volatile Blends Across Crops,10.1007/s10886-012-0202-y,JOURNAL OF CHEMICAL ECOLOGY,Adult,Diptera,Phoridae ,unknown,unknown,Parasitoid,Fabaceae,Glycine,max,NA,USA,Indiana,Annual,(Z)-3-hexenol,GLV,Lox pathway,Liquid,Liquid,Sticky trap,No,Yes,Abundance,6.16,1.1,2.694438717,6,5.79,0.8,1.959591794,6,J
