newID,new extracter,original ID,year,all_authors,first_auth,title,doi,journal,lifestage_ne,ne_order,ne_family,ne_genus,ne_species,functional_group_ne,crop_family,crop_genus,crop_species,crop_species_VARIETY (not cultivar),crop_location_country,crop_location_state,annual_perennial,HIPV_name,HIPV_class,HIPV biopathway,deployment_method_simplified,deployment_matter,trap_type_simplified,Integrated_Approach,conventional or not,Response Variable,control_mean,control_se,control_sd,control_reps,HIPV_mean,HIPV_se,HIPV_sd,HIPV_reps
8,Yahel,10,2008,"Yu, HL; Zhang, YJ; Wu, KM; Gao, XW; Guo, YY","Yu, HL",Field-Testing of Synthetic Herbivore-Induced Plant Volatiles as Attractants for Beneficial Insects,10.1603/0046-225X-37.6.1410,ENVIRONMENTAL ENTOMOLOGY,All,Coleoptera,Coccinellidae,Coccinella,septempunctata,Predator,Malvaceae,Gossypium,NA,NA,China,Hebei,Perennial,Nonanal,Fatty acid derivative,Lox pathway,Lanolin,Solid,Sticky trap,No,No,Abundance,0.03,0.03,,4,0.02,0.02,,4
8,Yahel,10,2008,"Yu, HL; Zhang, YJ; Wu, KM; Gao, XW; Guo, YY","Yu, HL",Field-Testing of Synthetic Herbivore-Induced Plant Volatiles as Attractants for Beneficial Insects,10.1603/0046-225X-37.6.1410,ENVIRONMENTAL ENTOMOLOGY,All,Coleoptera,Coccinellidae,Coccinella,septempunctata,Predator,Malvaceae,Gossypium,NA,NA,China,Hebei,Perennial,Decanal,Fatty acid derivative,Lox pathway,Lanolin,Solid,Sticky trap,No,No,Abundance,0.03,0.03,,4,0.04,0.03,,4
8,Yahel,10,2008,"Yu, HL; Zhang, YJ; Wu, KM; Gao, XW; Guo, YY","Yu, HL",Field-Testing of Synthetic Herbivore-Induced Plant Volatiles as Attractants for Beneficial Insects,10.1603/0046-225X-37.6.1410,ENVIRONMENTAL ENTOMOLOGY,All,Coleoptera,Coccinellidae,Coccinella,septempunctata,Predator,Malvaceae,Gossypium,NA,NA,China,Hebei,Perennial,(Z)-3-hexenol,GLV,Lox pathway,Lanolin,Solid,Sticky trap,No,No,Abundance,0.03,0.03,,4,0.01,0.01,,4
8,Yahel,10,2008,"Yu, HL; Zhang, YJ; Wu, KM; Gao, XW; Guo, YY","Yu, HL",Field-Testing of Synthetic Herbivore-Induced Plant Volatiles as Attractants for Beneficial Insects,10.1603/0046-225X-37.6.1410,ENVIRONMENTAL ENTOMOLOGY,All,Coleoptera,Coccinellidae,Coccinella,septempunctata,Predator,Malvaceae,Gossypium,NA,NA,China,Hebei,Perennial,(Z)-3-hexenyl acetate,GLV,Lox pathway,Lanolin,Solid,Sticky trap,No,No,Abundance,0.03,0.03,,4,0.31,0.12,,4
8,Yahel,10,2008,"Yu, HL; Zhang, YJ; Wu, KM; Gao, XW; Guo, YY","Yu, HL",Field-Testing of Synthetic Herbivore-Induced Plant Volatiles as Attractants for Beneficial Insects,10.1603/0046-225X-37.6.1410,ENVIRONMENTAL ENTOMOLOGY,All,Coleoptera,Coccinellidae,Coccinella,septempunctata,Predator,Malvaceae,Gossypium,NA,NA,China,Hebei,Perennial,Methyl salicylate,Benzenoid,Shikimate pathway,Lanolin,Solid,Sticky trap,No,No,Abundance,0.03,0.03,,4,0.05,0.03,,4
8,Yahel,10,2008,"Yu, HL; Zhang, YJ; Wu, KM; Gao, XW; Guo, YY","Yu, HL",Field-Testing of Synthetic Herbivore-Induced Plant Volatiles as Attractants for Beneficial Insects,10.1603/0046-225X-37.6.1410,ENVIRONMENTAL ENTOMOLOGY,All,Coleoptera,Coccinellidae,Coccinella,septempunctata,Predator,Malvaceae,Gossypium,NA,NA,China,Hebei,Perennial,Octanal,Fatty acid derivative,Lox pathway,Lanolin,Solid,Sticky trap,No,No,Abundance,0.03,0.03,,4,0.06,0.04,,4
8,Yahel,10,2008,"Yu, HL; Zhang, YJ; Wu, KM; Gao, XW; Guo, YY","Yu, HL",Field-Testing of Synthetic Herbivore-Induced Plant Volatiles as Attractants for Beneficial Insects,10.1603/0046-225X-37.6.1410,ENVIRONMENTAL ENTOMOLOGY,All,Neuroptera,Chrysopidae,Chrysoperla,nipponensis,Predator,Malvaceae,Gossypium,NA,NA,China,Hebei,Perennial,Ocimene,Monoterpenoid,MEP pathway,Lanolin,Solid,Sticky trap,No,No,Abundance,0.69,0.26,,4,1.14,0.42,,4
8,Yahel,10,2008,"Yu, HL; Zhang, YJ; Wu, KM; Gao, XW; Guo, YY","Yu, HL",Field-Testing of Synthetic Herbivore-Induced Plant Volatiles as Attractants for Beneficial Insects,10.1603/0046-225X-37.6.1410,ENVIRONMENTAL ENTOMOLOGY,All,Neuroptera,Chrysopidae,Chrysoperla,nipponensis,Predator,Malvaceae,Gossypium,NA,NA,China,Hebei,Perennial,Nonanal,Fatty acid derivative,Lox pathway,Lanolin,Solid,Sticky trap,No,No,Abundance,0.69,0.26,,4,0.92,0.4,,4
8,Yahel,10,2008,"Yu, HL; Zhang, YJ; Wu, KM; Gao, XW; Guo, YY","Yu, HL",Field-Testing of Synthetic Herbivore-Induced Plant Volatiles as Attractants for Beneficial Insects,10.1603/0046-225X-37.6.1410,ENVIRONMENTAL ENTOMOLOGY,All,Neuroptera,Chrysopidae,Chrysoperla,nipponensis,Predator,Malvaceae,Gossypium,NA,NA,China,Hebei,Perennial,Decanal,Fatty acid derivative,Lox pathway,Lanolin,Solid,Sticky trap,No,No,Abundance,0.69,0.26,,4,0.95,0.33,,4
8,Yahel,10,2008,"Yu, HL; Zhang, YJ; Wu, KM; Gao, XW; Guo, YY","Yu, HL",Field-Testing of Synthetic Herbivore-Induced Plant Volatiles as Attractants for Beneficial Insects,10.1603/0046-225X-37.6.1410,ENVIRONMENTAL ENTOMOLOGY,All,Neuroptera,Chrysopidae,Chrysoperla,nipponensis,Predator,Malvaceae,Gossypium,NA,NA,China,Hebei,Perennial,(Z)-3-hexenol,GLV,Lox pathway,Lanolin,Solid,Sticky trap,No,No,Abundance,0.69,0.26,,4,1,0.36,,4
8,Yahel,10,2008,"Yu, HL; Zhang, YJ; Wu, KM; Gao, XW; Guo, YY","Yu, HL",Field-Testing of Synthetic Herbivore-Induced Plant Volatiles as Attractants for Beneficial Insects,10.1603/0046-225X-37.6.1410,ENVIRONMENTAL ENTOMOLOGY,All,Neuroptera,Chrysopidae,Chrysoperla,nipponensis,Predator,Malvaceae,Gossypium,NA,NA,China,Hebei,Perennial,(Z)-3-hexenyl acetate,GLV,Lox pathway,Lanolin,Solid,Sticky trap,No,No,Abundance,0.69,0.26,,4,1.24,0.4,,4
8,Yahel,10,2008,"Yu, HL; Zhang, YJ; Wu, KM; Gao, XW; Guo, YY","Yu, HL",Field-Testing of Synthetic Herbivore-Induced Plant Volatiles as Attractants for Beneficial Insects,10.1603/0046-225X-37.6.1410,ENVIRONMENTAL ENTOMOLOGY,All,Neuroptera,Chrysopidae,Chrysoperla,nipponensis,Predator,Malvaceae,Gossypium,NA,NA,China,Hebei,Perennial,Methyl salicylate,Benzenoid,Shikimate pathway,Lanolin,Solid,Sticky trap,No,No,Abundance,0.69,0.26,,4,1.13,0.35,,4
8,Yahel,10,2008,"Yu, HL; Zhang, YJ; Wu, KM; Gao, XW; Guo, YY","Yu, HL",Field-Testing of Synthetic Herbivore-Induced Plant Volatiles as Attractants for Beneficial Insects,10.1603/0046-225X-37.6.1410,ENVIRONMENTAL ENTOMOLOGY,All,Neuroptera,Chrysopidae,Chrysoperla,nipponensis,Predator,Malvaceae,Gossypium,NA,NA,China,Hebei,Perennial,Octanal,Fatty acid derivative,Lox pathway,Lanolin,Solid,Sticky trap,No,No,Abundance,0.69,0.26,,4,1.5,0.47,,4
8,Yahel,10,2008,"Yu, HL; Zhang, YJ; Wu, KM; Gao, XW; Guo, YY","Yu, HL",Field-Testing of Synthetic Herbivore-Induced Plant Volatiles as Attractants for Beneficial Insects,10.1603/0046-225X-37.6.1410,ENVIRONMENTAL ENTOMOLOGY,All,Hemiptera,Geocoridae,Geocoris,pallidipennis,Predator,Malvaceae,Gossypium,NA,NA,China,Hebei,Perennial,Ocimene,Monoterpenoid,MEP pathway,Lanolin,Solid,Sticky trap,No,No,Abundance,0.09,0.04,,4,0.12,0.03,,4
8,Yahel,10,2008,"Yu, HL; Zhang, YJ; Wu, KM; Gao, XW; Guo, YY","Yu, HL",Field-Testing of Synthetic Herbivore-Induced Plant Volatiles as Attractants for Beneficial Insects,10.1603/0046-225X-37.6.1410,ENVIRONMENTAL ENTOMOLOGY,All,Hemiptera,Geocoridae,Geocoris,pallidipennis,Predator,Malvaceae,Gossypium,NA,NA,China,Hebei,Perennial,Nonanal,Fatty acid derivative,Lox pathway,Lanolin,Solid,Sticky trap,No,No,Abundance,0.09,0.04,,4,0.07,0.03,,4
8,Yahel,10,2008,"Yu, HL; Zhang, YJ; Wu, KM; Gao, XW; Guo, YY","Yu, HL",Field-Testing of Synthetic Herbivore-Induced Plant Volatiles as Attractants for Beneficial Insects,10.1603/0046-225X-37.6.1410,ENVIRONMENTAL ENTOMOLOGY,All,Hemiptera,Geocoridae,Geocoris,pallidipennis,Predator,Malvaceae,Gossypium,NA,NA,China,Hebei,Perennial,Decanal,Fatty acid derivative,Lox pathway,Lanolin,Solid,Sticky trap,No,No,Abundance,0.09,0.04,,4,0.1,0.04,,4
8,Yahel,10,2008,"Yu, HL; Zhang, YJ; Wu, KM; Gao, XW; Guo, YY","Yu, HL",Field-Testing of Synthetic Herbivore-Induced Plant Volatiles as Attractants for Beneficial Insects,10.1603/0046-225X-37.6.1410,ENVIRONMENTAL ENTOMOLOGY,All,Hemiptera,Geocoridae,Geocoris,pallidipennis,Predator,Malvaceae,Gossypium,NA,NA,China,Hebei,Perennial,(Z)-3-hexenol,GLV,Lox pathway,Lanolin,Solid,Sticky trap,No,No,Abundance,0.09,0.04,,4,0.1,0.03,,4
8,Yahel,10,2008,"Yu, HL; Zhang, YJ; Wu, KM; Gao, XW; Guo, YY","Yu, HL",Field-Testing of Synthetic Herbivore-Induced Plant Volatiles as Attractants for Beneficial Insects,10.1603/0046-225X-37.6.1410,ENVIRONMENTAL ENTOMOLOGY,All,Hemiptera,Geocoridae,Geocoris,pallidipennis,Predator,Malvaceae,Gossypium,NA,NA,China,Hebei,Perennial,(Z)-3-hexenyl acetate,GLV,Lox pathway,Lanolin,Solid,Sticky trap,No,No,Abundance,0.09,0.04,,4,0.14,0.06,,4
8,Yahel,10,2008,"Yu, HL; Zhang, YJ; Wu, KM; Gao, XW; Guo, YY","Yu, HL",Field-Testing of Synthetic Herbivore-Induced Plant Volatiles as Attractants for Beneficial Insects,10.1603/0046-225X-37.6.1410,ENVIRONMENTAL ENTOMOLOGY,All,Hemiptera,Geocoridae,Geocoris,pallidipennis,Predator,Malvaceae,Gossypium,NA,NA,China,Hebei,Perennial,Methyl salicylate,Benzenoid,Shikimate pathway,Lanolin,Solid,Sticky trap,No,No,Abundance,0.09,0.04,,4,0.09,0.05,,4
8,Yahel,10,2008,"Yu, HL; Zhang, YJ; Wu, KM; Gao, XW; Guo, YY","Yu, HL",Field-Testing of Synthetic Herbivore-Induced Plant Volatiles as Attractants for Beneficial Insects,10.1603/0046-225X-37.6.1410,ENVIRONMENTAL ENTOMOLOGY,All,Hemiptera,Geocoridae,Geocoris,pallidipennis,Predator,Malvaceae,Gossypium,NA,NA,China,Hebei,Perennial,Octanal,Fatty acid derivative,Lox pathway,Lanolin,Solid,Sticky trap,No,No,Abundance,0.09,0.04,,4,0.1,0.03,,4
8,Yahel,10,2008,"Yu, HL; Zhang, YJ; Wu, KM; Gao, XW; Guo, YY","Yu, HL",Field-Testing of Synthetic Herbivore-Induced Plant Volatiles as Attractants for Beneficial Insects,10.1603/0046-225X-37.6.1410,ENVIRONMENTAL ENTOMOLOGY,All,Hemiptera,Miridae,Deraeocoris,punctulatus,Predator,Malvaceae,Gossypium,NA,NA,China,Hebei,Perennial,Ocimene,Monoterpenoid,MEP pathway,Lanolin,Solid,Sticky trap,No,No,Abundance,0.43,0.09,,4,2.44,0.77,,4
8,Yahel,10,2008,"Yu, HL; Zhang, YJ; Wu, KM; Gao, XW; Guo, YY","Yu, HL",Field-Testing of Synthetic Herbivore-Induced Plant Volatiles as Attractants for Beneficial Insects,10.1603/0046-225X-37.6.1410,ENVIRONMENTAL ENTOMOLOGY,All,Hemiptera,Miridae,Deraeocoris,punctulatus,Predator,Malvaceae,Gossypium,NA,NA,China,Hebei,Perennial,Nonanal,Fatty acid derivative,Lox pathway,Lanolin,Solid,Sticky trap,No,No,Abundance,0.43,0.09,,4,1.91,0.65,,4
8,Yahel,10,2008,"Yu, HL; Zhang, YJ; Wu, KM; Gao, XW; Guo, YY","Yu, HL",Field-Testing of Synthetic Herbivore-Induced Plant Volatiles as Attractants for Beneficial Insects,10.1603/0046-225X-37.6.1410,ENVIRONMENTAL ENTOMOLOGY,All,Hemiptera,Miridae,Deraeocoris,punctulatus,Predator,Malvaceae,Gossypium,NA,NA,China,Hebei,Perennial,Decanal,Fatty acid derivative,Lox pathway,Lanolin,Solid,Sticky trap,No,No,Abundance,0.43,0.09,,4,2.31,0.99,,4
8,Yahel,10,2008,"Yu, HL; Zhang, YJ; Wu, KM; Gao, XW; Guo, YY","Yu, HL",Field-Testing of Synthetic Herbivore-Induced Plant Volatiles as Attractants for Beneficial Insects,10.1603/0046-225X-37.6.1410,ENVIRONMENTAL ENTOMOLOGY,All,Hemiptera,Miridae,Deraeocoris,punctulatus,Predator,Malvaceae,Gossypium,NA,NA,China,Hebei,Perennial,(Z)-3-hexenol,GLV,Lox pathway,Lanolin,Solid,Sticky trap,No,No,Abundance,0.43,0.09,,4,2.22,0.93,,4
8,Yahel,10,2008,"Yu, HL; Zhang, YJ; Wu, KM; Gao, XW; Guo, YY","Yu, HL",Field-Testing of Synthetic Herbivore-Induced Plant Volatiles as Attractants for Beneficial Insects,10.1603/0046-225X-37.6.1410,ENVIRONMENTAL ENTOMOLOGY,All,Hemiptera,Miridae,Deraeocoris,punctulatus,Predator,Malvaceae,Gossypium,NA,NA,China,Hebei,Perennial,(Z)-3-hexenyl acetate,GLV,Lox pathway,Lanolin,Solid,Sticky trap,No,No,Abundance,0.43,0.09,,4,2.65,1.08,,4
8,Yahel,10,2008,"Yu, HL; Zhang, YJ; Wu, KM; Gao, XW; Guo, YY","Yu, HL",Field-Testing of Synthetic Herbivore-Induced Plant Volatiles as Attractants for Beneficial Insects,10.1603/0046-225X-37.6.1410,ENVIRONMENTAL ENTOMOLOGY,All,Hemiptera,Miridae,Deraeocoris,punctulatus,Predator,Malvaceae,Gossypium,NA,NA,China,Hebei,Perennial,Methyl salicylate,Benzenoid,Shikimate pathway,Lanolin,Solid,Sticky trap,No,No,Abundance,0.43,0.09,,4,1.63,0.65,,4
8,Yahel,10,2008,"Yu, HL; Zhang, YJ; Wu, KM; Gao, XW; Guo, YY","Yu, HL",Field-Testing of Synthetic Herbivore-Induced Plant Volatiles as Attractants for Beneficial Insects,10.1603/0046-225X-37.6.1410,ENVIRONMENTAL ENTOMOLOGY,All,Hemiptera,Miridae,Deraeocoris,punctulatus,Predator,Malvaceae,Gossypium,NA,NA,China,Hebei,Perennial,Octanal,Fatty acid derivative,Lox pathway,Lanolin,Solid,Sticky trap,No,No,Abundance,0.43,0.09,,4,4.01,0.68,,4
8,Yahel,10,2008,"Yu, HL; Zhang, YJ; Wu, KM; Gao, XW; Guo, YY","Yu, HL",Field-Testing of Synthetic Herbivore-Induced Plant Volatiles as Attractants for Beneficial Insects,10.1603/0046-225X-37.6.1410,ENVIRONMENTAL ENTOMOLOGY,All,Hemiptera,Anthocoridae,Orius,similis,Predator,Malvaceae,Gossypium,NA,NA,China,Hebei,Perennial,Ocimene,Monoterpenoid,MEP pathway,Lanolin,Solid,Sticky trap,No,No,Abundance,2.06,0.32,,4,8.04,1.06,,4
8,Yahel,10,2008,"Yu, HL; Zhang, YJ; Wu, KM; Gao, XW; Guo, YY","Yu, HL",Field-Testing of Synthetic Herbivore-Induced Plant Volatiles as Attractants for Beneficial Insects,10.1603/0046-225X-37.6.1410,ENVIRONMENTAL ENTOMOLOGY,All,Hemiptera,Anthocoridae,Orius,similis,Predator,Malvaceae,Gossypium,NA,NA,China,Hebei,Perennial,Nonanal,Fatty acid derivative,Lox pathway,Lanolin,Solid,Sticky trap,No,No,Abundance,2.06,0.32,,4,6.13,1.43,,4
8,Yahel,10,2008,"Yu, HL; Zhang, YJ; Wu, KM; Gao, XW; Guo, YY","Yu, HL",Field-Testing of Synthetic Herbivore-Induced Plant Volatiles as Attractants for Beneficial Insects,10.1603/0046-225X-37.6.1410,ENVIRONMENTAL ENTOMOLOGY,All,Hemiptera,Anthocoridae,Orius,similis,Predator,Malvaceae,Gossypium,NA,NA,China,Hebei,Perennial,Decanal,Fatty acid derivative,Lox pathway,Lanolin,Solid,Sticky trap,No,No,Abundance,2.06,0.32,,4,5.02,1.11,,4
8,Yahel,10,2008,"Yu, HL; Zhang, YJ; Wu, KM; Gao, XW; Guo, YY","Yu, HL",Field-Testing of Synthetic Herbivore-Induced Plant Volatiles as Attractants for Beneficial Insects,10.1603/0046-225X-37.6.1410,ENVIRONMENTAL ENTOMOLOGY,All,Hemiptera,Anthocoridae,Orius,similis,Predator,Malvaceae,Gossypium,NA,NA,China,Hebei,Perennial,(Z)-3-hexenol,GLV,Lox pathway,Lanolin,Solid,Sticky trap,No,No,Abundance,2.06,0.32,,4,5.18,1.22,,4
8,Yahel,10,2008,"Yu, HL; Zhang, YJ; Wu, KM; Gao, XW; Guo, YY","Yu, HL",Field-Testing of Synthetic Herbivore-Induced Plant Volatiles as Attractants for Beneficial Insects,10.1603/0046-225X-37.6.1410,ENVIRONMENTAL ENTOMOLOGY,All,Hemiptera,Anthocoridae,Orius,similis,Predator,Malvaceae,Gossypium,NA,NA,China,Hebei,Perennial,(Z)-3-hexenyl acetate,GLV,Lox pathway,Lanolin,Solid,Sticky trap,No,No,Abundance,2.06,0.32,,4,7.3,2.27,,4
8,Yahel,10,2008,"Yu, HL; Zhang, YJ; Wu, KM; Gao, XW; Guo, YY","Yu, HL",Field-Testing of Synthetic Herbivore-Induced Plant Volatiles as Attractants for Beneficial Insects,10.1603/0046-225X-37.6.1410,ENVIRONMENTAL ENTOMOLOGY,All,Hemiptera,Anthocoridae,Orius,similis,Predator,Malvaceae,Gossypium,NA,NA,China,Hebei,Perennial,Methyl salicylate,Benzenoid,Shikimate pathway,Lanolin,Solid,Sticky trap,No,No,Abundance,2.06,0.32,,4,6.71,1.48,,4
8,Yahel,10,2008,"Yu, HL; Zhang, YJ; Wu, KM; Gao, XW; Guo, YY","Yu, HL",Field-Testing of Synthetic Herbivore-Induced Plant Volatiles as Attractants for Beneficial Insects,10.1603/0046-225X-37.6.1410,ENVIRONMENTAL ENTOMOLOGY,All,Hemiptera,Anthocoridae,Orius,similis,Predator,Malvaceae,Gossypium,NA,NA,China,Hebei,Perennial,Octanal,Fatty acid derivative,Lox pathway,Lanolin,Solid,Sticky trap,No,No,Abundance,2.06,0.32,,4,4.65,1.06,,4
8,Yahel,10,2008,"Yu, HL; Zhang, YJ; Wu, KM; Gao, XW; Guo, YY","Yu, HL",Field-Testing of Synthetic Herbivore-Induced Plant Volatiles as Attractants for Beneficial Insects,10.1603/0046-225X-37.6.1410,ENVIRONMENTAL ENTOMOLOGY,Adult,Diptera,Syrphidae,Episyrphus,balteatus,Predator,Malvaceae,Gossypium,NA,NA,China,Hebei,Perennial,Ocimene,Monoterpenoid,MEP pathway,Lanolin,Solid,Sticky trap,No,No,Abundance,0.09,0.03,,4,0.33,0.14,,4
8,Yahel,10,2008,"Yu, HL; Zhang, YJ; Wu, KM; Gao, XW; Guo, YY","Yu, HL",Field-Testing of Synthetic Herbivore-Induced Plant Volatiles as Attractants for Beneficial Insects,10.1603/0046-225X-37.6.1410,ENVIRONMENTAL ENTOMOLOGY,Adult,Diptera,Syrphidae,Episyrphus,balteatus,Predator,Malvaceae,Gossypium,NA,NA,China,Hebei,Perennial,Nonanal,Fatty acid derivative,Lox pathway,Lanolin,Solid,Sticky trap,No,No,Abundance,0.09,0.03,,4,0.3,0.08,,4
8,Yahel,10,2008,"Yu, HL; Zhang, YJ; Wu, KM; Gao, XW; Guo, YY","Yu, HL",Field-Testing of Synthetic Herbivore-Induced Plant Volatiles as Attractants for Beneficial Insects,10.1603/0046-225X-37.6.1410,ENVIRONMENTAL ENTOMOLOGY,Adult,Diptera,Syrphidae,Episyrphus,balteatus,Predator,Malvaceae,Gossypium,NA,NA,China,Hebei,Perennial,Decanal,Fatty acid derivative,Lox pathway,Lanolin,Solid,Sticky trap,No,No,Abundance,0.09,0.03,,4,0.33,0.17,,4
8,Yahel,10,2008,"Yu, HL; Zhang, YJ; Wu, KM; Gao, XW; Guo, YY","Yu, HL",Field-Testing of Synthetic Herbivore-Induced Plant Volatiles as Attractants for Beneficial Insects,10.1603/0046-225X-37.6.1410,ENVIRONMENTAL ENTOMOLOGY,Adult,Diptera,Syrphidae,Episyrphus,balteatus,Predator,Malvaceae,Gossypium,NA,NA,China,Hebei,Perennial,(Z)-3-hexenol,GLV,Lox pathway,Lanolin,Solid,Sticky trap,No,No,Abundance,0.09,0.03,,4,0.28,0.11,,4
8,Yahel,10,2008,"Yu, HL; Zhang, YJ; Wu, KM; Gao, XW; Guo, YY","Yu, HL",Field-Testing of Synthetic Herbivore-Induced Plant Volatiles as Attractants for Beneficial Insects,10.1603/0046-225X-37.6.1410,ENVIRONMENTAL ENTOMOLOGY,Adult,Diptera,Syrphidae,Episyrphus,balteatus,Predator,Malvaceae,Gossypium,NA,NA,China,Hebei,Perennial,(Z)-3-hexenyl acetate,GLV,Lox pathway,Lanolin,Solid,Sticky trap,No,No,Abundance,0.09,0.03,,4,0.35,0.14,,4
8,Yahel,10,2008,"Yu, HL; Zhang, YJ; Wu, KM; Gao, XW; Guo, YY","Yu, HL",Field-Testing of Synthetic Herbivore-Induced Plant Volatiles as Attractants for Beneficial Insects,10.1603/0046-225X-37.6.1410,ENVIRONMENTAL ENTOMOLOGY,Adult,Diptera,Syrphidae,Episyrphus,balteatus,Predator,Malvaceae,Gossypium,NA,NA,China,Hebei,Perennial,Methyl salicylate,Benzenoid,Shikimate pathway,Lanolin,Solid,Sticky trap,No,No,Abundance,0.09,0.03,,4,0.39,0.19,,4
8,Yahel,10,2008,"Yu, HL; Zhang, YJ; Wu, KM; Gao, XW; Guo, YY","Yu, HL",Field-Testing of Synthetic Herbivore-Induced Plant Volatiles as Attractants for Beneficial Insects,10.1603/0046-225X-37.6.1410,ENVIRONMENTAL ENTOMOLOGY,Adult,Diptera,Syrphidae,Episyrphus,balteatus,Predator,Malvaceae,Gossypium,NA,NA,China,Hebei,Perennial,Octanal,Fatty acid derivative,Lox pathway,Lanolin,Solid,Sticky trap,No,No,Abundance,0.09,0.03,,4,0.24,0.11,,4
8,Yahel,10,2008,"Yu, HL; Zhang, YJ; Wu, KM; Gao, XW; Guo, YY","Yu, HL",Field-Testing of Synthetic Herbivore-Induced Plant Volatiles as Attractants for Beneficial Insects,10.1603/0046-225X-37.6.1410,ENVIRONMENTAL ENTOMOLOGY,Adult,Diptera,Syrphidae,Paragus,quadrifasciatus,Predator,Malvaceae,Gossypium,NA,NA,China,Hebei,Perennial,Ocimene,Monoterpenoid,MEP pathway,Lanolin,Solid,Sticky trap,No,No,Abundance,0.08,0.02,,4,0.53,0.15,,4
8,Yahel,10,2008,"Yu, HL; Zhang, YJ; Wu, KM; Gao, XW; Guo, YY","Yu, HL",Field-Testing of Synthetic Herbivore-Induced Plant Volatiles as Attractants for Beneficial Insects,10.1603/0046-225X-37.6.1410,ENVIRONMENTAL ENTOMOLOGY,Adult,Diptera,Syrphidae,Paragus,quadrifasciatus,Predator,Malvaceae,Gossypium,NA,NA,China,Hebei,Perennial,Nonanal,Fatty acid derivative,Lox pathway,Lanolin,Solid,Sticky trap,No,No,Abundance,0.08,0.02,,4,0.28,0.13,,4
8,Yahel,10,2008,"Yu, HL; Zhang, YJ; Wu, KM; Gao, XW; Guo, YY","Yu, HL",Field-Testing of Synthetic Herbivore-Induced Plant Volatiles as Attractants for Beneficial Insects,10.1603/0046-225X-37.6.1410,ENVIRONMENTAL ENTOMOLOGY,Adult,Diptera,Syrphidae,Paragus,quadrifasciatus,Predator,Malvaceae,Gossypium,NA,NA,China,Hebei,Perennial,Decanal,Fatty acid derivative,Lox pathway,Lanolin,Solid,Sticky trap,No,No,Abundance,0.08,0.02,,4,0.19,0.06,,4
8,Yahel,10,2008,"Yu, HL; Zhang, YJ; Wu, KM; Gao, XW; Guo, YY","Yu, HL",Field-Testing of Synthetic Herbivore-Induced Plant Volatiles as Attractants for Beneficial Insects,10.1603/0046-225X-37.6.1410,ENVIRONMENTAL ENTOMOLOGY,Adult,Diptera,Syrphidae,Paragus,quadrifasciatus,Predator,Malvaceae,Gossypium,NA,NA,China,Hebei,Perennial,(Z)-3-hexenol,GLV,Lox pathway,Lanolin,Solid,Sticky trap,No,No,Abundance,0.08,0.02,,4,0.23,0.08,,4
8,Yahel,10,2008,"Yu, HL; Zhang, YJ; Wu, KM; Gao, XW; Guo, YY","Yu, HL",Field-Testing of Synthetic Herbivore-Induced Plant Volatiles as Attractants for Beneficial Insects,10.1603/0046-225X-37.6.1410,ENVIRONMENTAL ENTOMOLOGY,Adult,Diptera,Syrphidae,Paragus,quadrifasciatus,Predator,Malvaceae,Gossypium,NA,NA,China,Hebei,Perennial,(Z)-3-hexenyl acetate,GLV,Lox pathway,Lanolin,Solid,Sticky trap,No,No,Abundance,0.08,0.02,,4,0.23,0.09,,4
8,Yahel,10,2008,"Yu, HL; Zhang, YJ; Wu, KM; Gao, XW; Guo, YY","Yu, HL",Field-Testing of Synthetic Herbivore-Induced Plant Volatiles as Attractants for Beneficial Insects,10.1603/0046-225X-37.6.1410,ENVIRONMENTAL ENTOMOLOGY,Adult,Diptera,Syrphidae,Paragus,quadrifasciatus,Predator,Malvaceae,Gossypium,NA,NA,China,Hebei,Perennial,Methyl salicylate,Benzenoid,Shikimate pathway,Lanolin,Solid,Sticky trap,No,No,Abundance,0.08,0.02,,4,0.27,0.08,,4
8,Yahel,10,2008,"Yu, HL; Zhang, YJ; Wu, KM; Gao, XW; Guo, YY","Yu, HL",Field-Testing of Synthetic Herbivore-Induced Plant Volatiles as Attractants for Beneficial Insects,10.1603/0046-225X-37.6.1410,ENVIRONMENTAL ENTOMOLOGY,Adult,Diptera,Syrphidae,Paragus,quadrifasciatus,Predator,Malvaceae,Gossypium,NA,NA,China,Hebei,Perennial,Octanal,Fatty acid derivative,Lox pathway,Lanolin,Solid,Sticky trap,No,No,Abundance,0.08,0.02,,4,0.47,0.1,,4
8,Yahel,10,2008,"Yu, HL; Zhang, YJ; Wu, KM; Gao, XW; Guo, YY","Yu, HL",Field-Testing of Synthetic Herbivore-Induced Plant Volatiles as Attractants for Beneficial Insects,10.1603/0046-225X-37.6.1410,ENVIRONMENTAL ENTOMOLOGY,All,Araneae,Linyphiidae,Hylyphantes,graminicola,Predator,Malvaceae,Gossypium,NA,NA,China,Hebei,Perennial,Ocimene,Monoterpenoid,MEP pathway,Lanolin,Solid,Sticky trap,No,No,Abundance,0.15,0.03,,4,0.57,0.15,,4
