 ,,year,all_authors,first_auth,title,doi,journal,structural_diversity_plant,lifestage_ne,ne_order,ne_family,ne_genus,ne_species,functional_group_ne,crop_type,crop_family,crop_genus,crop_species,crop_phenology,crop_yield,crop_location_country,crop_location_state,annual_perennial,HIPV_name_blend,HIPV_name,HIPV_class,HIPV biopathway,deployment_method_simplified,deployment_method,trap_type,HIPV_MOA,HIPV_dose,Integrated_Approach,single_blend,no_applications,yrs_data,Category,Response Variable,control_mean,control_se,control_sd,control_reps,control individuals per replicate,control total individuals,HIPV_mean,HIPV_se,HIPV_sd,HIPV_reps,HIPV individuals per replicate,HIPV total individuals,Collector,observation ,study_id,reviewer,reviwer
26,,2012,"Braasch, J; Wimp, GM; Kaplan, I",,Testing for Phytochemical Synergism: Arthropod Community Responses to Induced Plant Volatile Blends Across Crops,10.1007/s10886-012-0202-y,JOURNAL OF CHEMICAL ECOLOGY,Complex,Aldult,Hymenoptera,Ceraphronidae,Ceraphronid,,Hyperparasitoid,seed,Fabaceae,Glycine,max,,,USA,Indiana,Annual,,NA,NA,NA,,capped UV-resistant polyethylene vials (1 ml),Yellow sticky traps,Attractant,1 ml ,No,blend,6,1,,Number of insects per sample,0.79,0.41,,6,,,0.77,0.44,,6,,,,,26,Cesar ,
26,,2012,"Braasch, J; Wimp, GM; Kaplan, I",,Testing for Phytochemical Synergism: Arthropod Community Responses to Induced Plant Volatile Blends Across Crops,10.1007/s10886-012-0202-y,JOURNAL OF CHEMICAL ECOLOGY,Complex,Aldult,Hymenoptera,Ceraphronidae,Ceraphronid,,Hyperparasitoid,seed,Fabaceae,Glycine,max,,,USA,Indiana,Annual,,NA,NA,NA,,capped UV-resistant polyethylene vials (1 ml),Yellow sticky traps,Attractant,1 ml ,No,blend,6,1,,Number of insects per sample,0.79,0.41,,6,,,0.52,0.14,,6,,,,,26,Cesar ,
26,,2012,"Braasch, J; Wimp, GM; Kaplan, I",,Testing for Phytochemical Synergism: Arthropod Community Responses to Induced Plant Volatile Blends Across Crops,10.1007/s10886-012-0202-y,JOURNAL OF CHEMICAL ECOLOGY,Complex,Aldult,Hymenoptera,Ceraphronidae,Ceraphronid,,Hyperparasitoid,seed,Fabaceae,Glycine,max,,,USA,Indiana,Annual,,NA,NA,NA,,capped UV-resistant polyethylene vials (1 ml),Yellow sticky traps,Attractant,1 ml ,No,blend,6,1,,Number of insects per sample,0.79,0.41,,6,,,0.79,0.44,,6,,,,,26,Cesar ,
26,,2012,"Braasch, J; Wimp, GM; Kaplan, I",,Testing for Phytochemical Synergism: Arthropod Community Responses to Induced Plant Volatile Blends Across Crops,10.1007/s10886-012-0202-y,JOURNAL OF CHEMICAL ECOLOGY,Complex,Aldult,Hymenoptera,Ceraphronidae,Ceraphronid,,Hyperparasitoid,seed,Fabaceae,Glycine,max,,,USA,Indiana,Annual,,NA,NA,NA,,capped UV-resistant polyethylene vials (1 ml),Yellow sticky traps,Attractant,1 ml ,No,blend,6,1,,Number of insects per sample,0.79,0.41,,6,,,1.41,0.69,,6,,,,,26,Cesar ,
26,,2012,"Braasch, J; Wimp, GM; Kaplan, I",,Testing for Phytochemical Synergism: Arthropod Community Responses to Induced Plant Volatile Blends Across Crops,10.1007/s10886-012-0202-y,JOURNAL OF CHEMICAL ECOLOGY,Complex,Aldult,Hymenoptera,Encyrtidae,Encyrtid,,Parasitoid,seed,Fabaceae,Glycine,max,,,USA,Indiana,Annual,,Methyl salicylate,Benzenoid,Shikimate pathway,,capped UV-resistant polyethylene vials (1 ml),Yellow sticky traps,Attractant,1 ml ,No,Single,6,1,,Number of insects per sample,0.64,0.28,,6,,,1.64,1,,6,,,,,26,Cesar ,
26,,2012,"Braasch, J; Wimp, GM; Kaplan, I",,Testing for Phytochemical Synergism: Arthropod Community Responses to Induced Plant Volatile Blends Across Crops,10.1007/s10886-012-0202-y,JOURNAL OF CHEMICAL ECOLOGY,Complex,Aldult,Hymenoptera,Encyrtidae,Encyrtid,,Parasitoid,seed,Fabaceae,Glycine,max,,,USA,Indiana,Annual,,(Z)-3-hexenol,GLV,Lox pathway,,capped UV-resistant polyethylene vials (1 ml),Yellow sticky traps,Attractant,1 ml ,No,Single,6,1,,Number of insects per sample,0.64,0.28,,6,,,0.23,0.03,,6,,,,,26,Cesar ,
26,,2012,"Braasch, J; Wimp, GM; Kaplan, I",,Testing for Phytochemical Synergism: Arthropod Community Responses to Induced Plant Volatile Blends Across Crops,10.1007/s10886-012-0202-y,JOURNAL OF CHEMICAL ECOLOGY,Complex,Aldult,Hymenoptera,Encyrtidae,Encyrtid,,Parasitoid,seed,Fabaceae,Glycine,max,,,USA,Indiana,Annual,,Phenylethyl alcohol,Alcohols ,Ehrlich pathway,,capped UV-resistant polyethylene vials (1 ml),Yellow sticky traps,Attractant,1 ml ,No,Single,6,1,,Number of insects per sample,0.64,0.28,,6,,,0.38,0.12,,6,,,,,26,Cesar ,
26,,2012,"Braasch, J; Wimp, GM; Kaplan, I",,Testing for Phytochemical Synergism: Arthropod Community Responses to Induced Plant Volatile Blends Across Crops,10.1007/s10886-012-0202-y,JOURNAL OF CHEMICAL ECOLOGY,Complex,Aldult,Hymenoptera,Encyrtidae,Encyrtid,,Parasitoid,seed,Fabaceae,Glycine,max,,,USA,Indiana,Annual,,NA,NA,NA,,capped UV-resistant polyethylene vials (1 ml),Yellow sticky traps,Attractant,1 ml ,No,blend,6,1,,Number of insects per sample,0.64,0.28,,6,,,1.22,0.45,,6,,,,,26,Cesar ,
26,,2012,"Braasch, J; Wimp, GM; Kaplan, I",,Testing for Phytochemical Synergism: Arthropod Community Responses to Induced Plant Volatile Blends Across Crops,10.1007/s10886-012-0202-y,JOURNAL OF CHEMICAL ECOLOGY,Complex,Aldult,Hymenoptera,Encyrtidae,Encyrtid,,Parasitoid,seed,Fabaceae,Glycine,max,,,USA,Indiana,Annual,,NA,NA,NA,,capped UV-resistant polyethylene vials (1 ml),Yellow sticky traps,Attractant,1 ml ,No,blend,6,1,,Number of insects per sample,0.64,0.28,,6,,,1.55,0.42,,6,,,,,26,Cesar ,
26,,2012,"Braasch, J; Wimp, GM; Kaplan, I",,Testing for Phytochemical Synergism: Arthropod Community Responses to Induced Plant Volatile Blends Across Crops,10.1007/s10886-012-0202-y,JOURNAL OF CHEMICAL ECOLOGY,Complex,Aldult,Hymenoptera,Encyrtidae,Encyrtid,,Parasitoid,seed,Fabaceae,Glycine,max,,,USA,Indiana,Annual,,NA,NA,NA,,capped UV-resistant polyethylene vials (1 ml),Yellow sticky traps,Attractant,1 ml ,No,blend,6,1,,Number of insects per sample,0.64,0.28,,6,,,0.5,0.25,,6,,,,,26,Cesar ,
26,,2012,"Braasch, J; Wimp, GM; Kaplan, I",,Testing for Phytochemical Synergism: Arthropod Community Responses to Induced Plant Volatile Blends Across Crops,10.1007/s10886-012-0202-y,JOURNAL OF CHEMICAL ECOLOGY,Complex,Aldult,Hymenoptera,Encyrtidae,Encyrtid,,Parasitoid,seed,Fabaceae,Glycine,max,,,USA,Indiana,Annual,,NA,NA,NA,,capped UV-resistant polyethylene vials (1 ml),Yellow sticky traps,Attractant,1 ml ,No,blend,6,1,,Number of insects per sample,0.64,0.28,,6,,,1.66,1.14,,6,,,,,26,Cesar ,
26,,2012,"Braasch, J; Wimp, GM; Kaplan, I",,Testing for Phytochemical Synergism: Arthropod Community Responses to Induced Plant Volatile Blends Across Crops,10.1007/s10886-012-0202-y,JOURNAL OF CHEMICAL ECOLOGY,Complex,Aldult,Hymenoptera,Ichneumonidae,Ichneumonid,,Parasitoid,seed,Fabaceae,Glycine,max,,,USA,Indiana,Annual,,Methyl salicylate,Benzenoid,Shikimate pathway,,capped UV-resistant polyethylene vials (1 ml),Yellow sticky traps,Attractant,1 ml ,No,Single,6,1,,Number of insects per sample,0.04,0.04,,6,,,0.1,0.04,,6,,,,,26,Cesar ,
26,,2012,"Braasch, J; Wimp, GM; Kaplan, I",,Testing for Phytochemical Synergism: Arthropod Community Responses to Induced Plant Volatile Blends Across Crops,10.1007/s10886-012-0202-y,JOURNAL OF CHEMICAL ECOLOGY,Complex,Aldult,Hymenoptera,Ichneumonidae,Ichneumonid,,Parasitoid,seed,Fabaceae,Glycine,max,,,USA,Indiana,Annual,,(Z)-3-hexenol,GLV,Lox pathway,,capped UV-resistant polyethylene vials (1 ml),Yellow sticky traps,Attractant,1 ml ,No,Single,6,1,,Number of insects per sample,0.04,0.04,,6,,,0.09,0.06,,6,,,,,26,Cesar ,
26,,2012,"Braasch, J; Wimp, GM; Kaplan, I",,Testing for Phytochemical Synergism: Arthropod Community Responses to Induced Plant Volatile Blends Across Crops,10.1007/s10886-012-0202-y,JOURNAL OF CHEMICAL ECOLOGY,Complex,Aldult,Hymenoptera,Ichneumonidae,Ichneumonid,,Parasitoid,seed,Fabaceae,Glycine,max,,,USA,Indiana,Annual,,Phenylethyl alcohol,Alcohols ,Ehrlich pathway,,capped UV-resistant polyethylene vials (1 ml),Yellow sticky traps,Attractant,1 ml ,No,Single,6,1,,Number of insects per sample,0.04,0.04,,6,,,0.15,0.09,,6,,,,,26,Cesar ,
26,,2012,"Braasch, J; Wimp, GM; Kaplan, I",,Testing for Phytochemical Synergism: Arthropod Community Responses to Induced Plant Volatile Blends Across Crops,10.1007/s10886-012-0202-y,JOURNAL OF CHEMICAL ECOLOGY,Complex,Aldult,Hymenoptera,Ichneumonidae,Ichneumonid,,Parasitoid,seed,Fabaceae,Glycine,max,,,USA,Indiana,Annual,,NA,NA,NA,,capped UV-resistant polyethylene vials (1 ml),Yellow sticky traps,Attractant,1 ml ,No,blend,6,1,,Number of insects per sample,0.04,0.04,,6,,,0,0,,6,,,,,26,Cesar ,
26,,2012,"Braasch, J; Wimp, GM; Kaplan, I",,Testing for Phytochemical Synergism: Arthropod Community Responses to Induced Plant Volatile Blends Across Crops,10.1007/s10886-012-0202-y,JOURNAL OF CHEMICAL ECOLOGY,Complex,Aldult,Hymenoptera,Ichneumonidae,Ichneumonid,,Parasitoid,seed,Fabaceae,Glycine,max,,,USA,Indiana,Annual,,NA,NA,NA,,capped UV-resistant polyethylene vials (1 ml),Yellow sticky traps,Attractant,1 ml ,No,blend,6,1,,Number of insects per sample,0.04,0.04,,6,,,0.08,0.05,,6,,,,,26,Cesar ,
26,,2012,"Braasch, J; Wimp, GM; Kaplan, I",,Testing for Phytochemical Synergism: Arthropod Community Responses to Induced Plant Volatile Blends Across Crops,10.1007/s10886-012-0202-y,JOURNAL OF CHEMICAL ECOLOGY,Complex,Aldult,Hymenoptera,Ichneumonidae,Ichneumonid,,Parasitoid,seed,Fabaceae,Glycine,max,,,USA,Indiana,Annual,,NA,NA,NA,,capped UV-resistant polyethylene vials (1 ml),Yellow sticky traps,Attractant,1 ml ,No,blend,6,1,,Number of insects per sample,0.04,0.04,,6,,,0.06,0.04,,6,,,,,26,Cesar ,
26,,2012,"Braasch, J; Wimp, GM; Kaplan, I",,Testing for Phytochemical Synergism: Arthropod Community Responses to Induced Plant Volatile Blends Across Crops,10.1007/s10886-012-0202-y,JOURNAL OF CHEMICAL ECOLOGY,Complex,Aldult,Hymenoptera,Ichneumonidae,Ichneumonid,,Parasitoid,seed,Fabaceae,Glycine,max,,,USA,Indiana,Annual,,NA,NA,NA,,capped UV-resistant polyethylene vials (1 ml),Yellow sticky traps,Attractant,1 ml ,No,blend,6,1,,Number of insects per sample,0.04,0.04,,6,,,0.21,0.1,,6,,,,,26,Cesar ,
26,,2012,"Braasch, J; Wimp, GM; Kaplan, I",,Testing for Phytochemical Synergism: Arthropod Community Responses to Induced Plant Volatile Blends Across Crops,10.1007/s10886-012-0202-y,JOURNAL OF CHEMICAL ECOLOGY,Complex,Aldult,Hymenoptera,Hymenoptera AC,Hymenoptera AC,,Parasitoid,seed,Fabaceae,Glycine,max,,,USA,Indiana,Annual,,Methyl salicylate,Benzenoid,Shikimate pathway,,capped UV-resistant polyethylene vials (1 ml),Yellow sticky traps,Attractant,1 ml ,No,Single,6,1,,Number of insects per sample,0.97,0.19,,6,,,0.95,0.25,,6,,,,,26,Cesar ,
26,,2012,"Braasch, J; Wimp, GM; Kaplan, I",,Testing for Phytochemical Synergism: Arthropod Community Responses to Induced Plant Volatile Blends Across Crops,10.1007/s10886-012-0202-y,JOURNAL OF CHEMICAL ECOLOGY,Complex,Aldult,Hymenoptera,Hymenoptera AC,Hymenoptera AC,,Parasitoid,seed,Fabaceae,Glycine,max,,,USA,Indiana,Annual,,(Z)-3-hexenol,GLV,Lox pathway,,capped UV-resistant polyethylene vials (1 ml),Yellow sticky traps,Attractant,1 ml ,No,Single,6,1,,Number of insects per sample,0.97,0.19,,6,,,1.22,0.35,,6,,,,,26,Cesar ,
26,,2012,"Braasch, J; Wimp, GM; Kaplan, I",,Testing for Phytochemical Synergism: Arthropod Community Responses to Induced Plant Volatile Blends Across Crops,10.1007/s10886-012-0202-y,JOURNAL OF CHEMICAL ECOLOGY,Complex,Aldult,Hymenoptera,Hymenoptera AC,Hymenoptera AC,,Parasitoid,seed,Fabaceae,Glycine,max,,,USA,Indiana,Annual,,Phenylethyl alcohol,Alcohols ,Ehrlich pathway,,capped UV-resistant polyethylene vials (1 ml),Yellow sticky traps,Attractant,1 ml ,No,Single,6,1,,Number of insects per sample,0.97,0.19,,6,,,1.68,0.4,,6,,,,,26,Cesar ,
26,,2012,"Braasch, J; Wimp, GM; Kaplan, I",,Testing for Phytochemical Synergism: Arthropod Community Responses to Induced Plant Volatile Blends Across Crops,10.1007/s10886-012-0202-y,JOURNAL OF CHEMICAL ECOLOGY,Complex,Aldult,Hymenoptera,Hymenoptera AC,Hymenoptera AC,,Parasitoid,seed,Fabaceae,Glycine,max,,,USA,Indiana,Annual,,NA,NA,NA,,capped UV-resistant polyethylene vials (1 ml),Yellow sticky traps,Attractant,1 ml ,No,blend,6,1,,Number of insects per sample,0.97,0.19,,6,,,0.67,0.25,,6,,,,,26,Cesar ,
26,,2012,"Braasch, J; Wimp, GM; Kaplan, I",,Testing for Phytochemical Synergism: Arthropod Community Responses to Induced Plant Volatile Blends Across Crops,10.1007/s10886-012-0202-y,JOURNAL OF CHEMICAL ECOLOGY,Complex,Aldult,Hymenoptera,Hymenoptera AC,Hymenoptera AC,,Parasitoid,seed,Fabaceae,Glycine,max,,,USA,Indiana,Annual,,NA,NA,NA,,capped UV-resistant polyethylene vials (1 ml),Yellow sticky traps,Attractant,1 ml ,No,blend,6,1,,Number of insects per sample,0.97,0.19,,6,,,0.68,0.17,,6,,,,,26,Cesar ,
26,,2012,"Braasch, J; Wimp, GM; Kaplan, I",,Testing for Phytochemical Synergism: Arthropod Community Responses to Induced Plant Volatile Blends Across Crops,10.1007/s10886-012-0202-y,JOURNAL OF CHEMICAL ECOLOGY,Complex,Aldult,Hymenoptera,Hymenoptera AC,Hymenoptera AC,,Parasitoid,seed,Fabaceae,Glycine,max,,,USA,Indiana,Annual,,NA,NA,NA,,capped UV-resistant polyethylene vials (1 ml),Yellow sticky traps,Attractant,1 ml ,No,blend,6,1,,Number of insects per sample,0.97,0.19,,6,,,1.02,0.29,,6,,,,,26,Cesar ,
26,,2012,"Braasch, J; Wimp, GM; Kaplan, I",,Testing for Phytochemical Synergism: Arthropod Community Responses to Induced Plant Volatile Blends Across Crops,10.1007/s10886-012-0202-y,JOURNAL OF CHEMICAL ECOLOGY,Complex,Aldult,Hymenoptera,Hymenoptera AC,Hymenoptera AC,,Parasitoid,seed,Fabaceae,Glycine,max,,,USA,Indiana,Annual,,NA,NA,NA,,capped UV-resistant polyethylene vials (1 ml),Yellow sticky traps,Attractant,1 ml ,No,blend,6,1,,Number of insects per sample,0.97,0.19,,6,,,0.97,0.3,,6,,,,,26,Cesar ,
26,,2012,"Braasch, J; Wimp, GM; Kaplan, I",,Testing for Phytochemical Synergism: Arthropod Community Responses to Induced Plant Volatile Blends Across Crops,10.1007/s10886-012-0202-y,JOURNAL OF CHEMICAL ECOLOGY,Complex,Aldult,Hymenoptera,Hymenoptera AF,Hymenoptera AF,,Parasitoid,seed,Fabaceae,Glycine,max,,,USA,Indiana,Annual,,Methyl salicylate,Benzenoid,Shikimate pathway,,capped UV-resistant polyethylene vials (1 ml),Yellow sticky traps,Attractant,1 ml ,No,Single,6,1,,Number of insects per sample,0.18,0.09,,6,,,0.04,0.04,,6,,,,,26,Cesar ,
26,,2012,"Braasch, J; Wimp, GM; Kaplan, I",,Testing for Phytochemical Synergism: Arthropod Community Responses to Induced Plant Volatile Blends Across Crops,10.1007/s10886-012-0202-y,JOURNAL OF CHEMICAL ECOLOGY,Complex,Aldult,Hymenoptera,Hymenoptera AF,Hymenoptera AF,,Parasitoid,seed,Fabaceae,Glycine,max,,,USA,Indiana,Annual,,(Z)-3-hexenol,GLV,Lox pathway,,capped UV-resistant polyethylene vials (1 ml),Yellow sticky traps,Attractant,1 ml ,No,Single,6,1,,Number of insects per sample,0.18,0.09,,6,,,0.05,0.03,,6,,,,,26,Cesar ,
26,,2012,"Braasch, J; Wimp, GM; Kaplan, I",,Testing for Phytochemical Synergism: Arthropod Community Responses to Induced Plant Volatile Blends Across Crops,10.1007/s10886-012-0202-y,JOURNAL OF CHEMICAL ECOLOGY,Complex,Aldult,Hymenoptera,Hymenoptera AF,Hymenoptera AF,,Parasitoid,seed,Fabaceae,Glycine,max,,,USA,Indiana,Annual,,Phenylethyl alcohol,Alcohols ,Ehrlich pathway,,capped UV-resistant polyethylene vials (1 ml),Yellow sticky traps,Attractant,1 ml ,No,Single,6,1,,Number of insects per sample,0.18,0.09,,6,,,0.05,0.04,,6,,,,,26,Cesar ,
26,,2012,"Braasch, J; Wimp, GM; Kaplan, I",,Testing for Phytochemical Synergism: Arthropod Community Responses to Induced Plant Volatile Blends Across Crops,10.1007/s10886-012-0202-y,JOURNAL OF CHEMICAL ECOLOGY,Complex,Aldult,Hymenoptera,Hymenoptera AF,Hymenoptera AF,,Parasitoid,seed,Fabaceae,Glycine,max,,,USA,Indiana,Annual,,NA,NA,NA,,capped UV-resistant polyethylene vials (1 ml),Yellow sticky traps,Attractant,1 ml ,No,blend,6,1,,Number of insects per sample,0.18,0.09,,6,,,0.16,0.07,,6,,,,,26,Cesar ,
26,,2012,"Braasch, J; Wimp, GM; Kaplan, I",,Testing for Phytochemical Synergism: Arthropod Community Responses to Induced Plant Volatile Blends Across Crops,10.1007/s10886-012-0202-y,JOURNAL OF CHEMICAL ECOLOGY,Complex,Aldult,Hymenoptera,Hymenoptera AF,Hymenoptera AF,,Parasitoid,seed,Fabaceae,Glycine,max,,,USA,Indiana,Annual,,NA,NA,NA,,capped UV-resistant polyethylene vials (1 ml),Yellow sticky traps,Attractant,1 ml ,No,blend,6,1,,Number of insects per sample,0.18,0.09,,6,,,0.22,0.13,,6,,,,,26,Cesar ,
26,,2012,"Braasch, J; Wimp, GM; Kaplan, I",,Testing for Phytochemical Synergism: Arthropod Community Responses to Induced Plant Volatile Blends Across Crops,10.1007/s10886-012-0202-y,JOURNAL OF CHEMICAL ECOLOGY,Complex,Aldult,Hymenoptera,Hymenoptera AF,Hymenoptera AF,,Parasitoid,seed,Fabaceae,Glycine,max,,,USA,Indiana,Annual,,NA,NA,NA,,capped UV-resistant polyethylene vials (1 ml),Yellow sticky traps,Attractant,1 ml ,No,blend,6,1,,Number of insects per sample,0.18,0.09,,6,,,0.1,0.08,,6,,,,,26,Cesar ,
26,,2012,"Braasch, J; Wimp, GM; Kaplan, I",,Testing for Phytochemical Synergism: Arthropod Community Responses to Induced Plant Volatile Blends Across Crops,10.1007/s10886-012-0202-y,JOURNAL OF CHEMICAL ECOLOGY,Complex,Aldult,Hymenoptera,Hymenoptera AF,Hymenoptera AF,,Parasitoid,seed,Fabaceae,Glycine,max,,,USA,Indiana,Annual,,NA,NA,NA,,capped UV-resistant polyethylene vials (1 ml),Yellow sticky traps,Attractant,1 ml ,No,blend,6,1,,Number of insects per sample,0.18,0.09,,6,,,0.08,0.05,,6,,,,,26,Cesar ,
26,,2012,"Braasch, J; Wimp, GM; Kaplan, I",,Testing for Phytochemical Synergism: Arthropod Community Responses to Induced Plant Volatile Blends Across Crops,10.1007/s10886-012-0202-y,JOURNAL OF CHEMICAL ECOLOGY,Complex,Aldult,Hymenoptera,Hymenoptera AQ,Hymenoptera AQ,,Parasitoid,seed,Fabaceae,Glycine,max,,,USA,Indiana,Annual,,Methyl salicylate,Benzenoid,Shikimate pathway,,capped UV-resistant polyethylene vials (1 ml),Yellow sticky traps,Attractant,1 ml ,No,Single,6,1,,Number of insects per sample,0.24,0.09,,6,,,0.09,0.04,,6,,,,,26,Cesar ,
26,,2012,"Braasch, J; Wimp, GM; Kaplan, I",,Testing for Phytochemical Synergism: Arthropod Community Responses to Induced Plant Volatile Blends Across Crops,10.1007/s10886-012-0202-y,JOURNAL OF CHEMICAL ECOLOGY,Complex,Aldult,Hymenoptera,Hymenoptera AQ,Hymenoptera AQ,,Parasitoid,seed,Fabaceae,Glycine,max,,,USA,Indiana,Annual,,(Z)-3-hexenol,GLV,Lox pathway,,capped UV-resistant polyethylene vials (1 ml),Yellow sticky traps,Attractant,1 ml ,No,Single,6,1,,Number of insects per sample,0.24,0.09,,6,,,0.11,0.05,,6,,,,,26,Cesar ,
26,,2012,"Braasch, J; Wimp, GM; Kaplan, I",,Testing for Phytochemical Synergism: Arthropod Community Responses to Induced Plant Volatile Blends Across Crops,10.1007/s10886-012-0202-y,JOURNAL OF CHEMICAL ECOLOGY,Complex,Aldult,Hymenoptera,Hymenoptera AQ,Hymenoptera AQ,,Parasitoid,seed,Fabaceae,Glycine,max,,,USA,Indiana,Annual,,Phenylethyl alcohol,Alcohols ,Ehrlich pathway,,capped UV-resistant polyethylene vials (1 ml),Yellow sticky traps,Attractant,1 ml ,No,Single,6,1,,Number of insects per sample,0.24,0.09,,6,,,0.17,0.04,,6,,,,,26,Cesar ,
26,,2012,"Braasch, J; Wimp, GM; Kaplan, I",,Testing for Phytochemical Synergism: Arthropod Community Responses to Induced Plant Volatile Blends Across Crops,10.1007/s10886-012-0202-y,JOURNAL OF CHEMICAL ECOLOGY,Complex,Aldult,Hymenoptera,Hymenoptera AQ,Hymenoptera AQ,,Parasitoid,seed,Fabaceae,Glycine,max,,,USA,Indiana,Annual,,NA,NA,NA,,capped UV-resistant polyethylene vials (1 ml),Yellow sticky traps,Attractant,1 ml ,No,blend,6,1,,Number of insects per sample,0.24,0.09,,6,,,0.23,0.09,,6,,,,,26,Cesar ,
26,,2012,"Braasch, J; Wimp, GM; Kaplan, I",,Testing for Phytochemical Synergism: Arthropod Community Responses to Induced Plant Volatile Blends Across Crops,10.1007/s10886-012-0202-y,JOURNAL OF CHEMICAL ECOLOGY,Complex,Aldult,Hymenoptera,Hymenoptera AQ,Hymenoptera AQ,,Parasitoid,seed,Fabaceae,Glycine,max,,,USA,Indiana,Annual,,NA,NA,NA,,capped UV-resistant polyethylene vials (1 ml),Yellow sticky traps,Attractant,1 ml ,No,blend,6,1,,Number of insects per sample,0.24,0.09,,6,,,0.06,0.04,,6,,,,,26,Cesar ,
26,,2012,"Braasch, J; Wimp, GM; Kaplan, I",,Testing for Phytochemical Synergism: Arthropod Community Responses to Induced Plant Volatile Blends Across Crops,10.1007/s10886-012-0202-y,JOURNAL OF CHEMICAL ECOLOGY,Complex,Aldult,Hymenoptera,Hymenoptera AQ,Hymenoptera AQ,,Parasitoid,seed,Fabaceae,Glycine,max,,,USA,Indiana,Annual,,NA,NA,NA,,capped UV-resistant polyethylene vials (1 ml),Yellow sticky traps,Attractant,1 ml ,No,blend,6,1,,Number of insects per sample,0.24,0.09,,6,,,0.14,0.08,,6,,,,,26,Cesar ,
26,,2012,"Braasch, J; Wimp, GM; Kaplan, I",,Testing for Phytochemical Synergism: Arthropod Community Responses to Induced Plant Volatile Blends Across Crops,10.1007/s10886-012-0202-y,JOURNAL OF CHEMICAL ECOLOGY,Complex,Aldult,Hymenoptera,Hymenoptera AQ,Hymenoptera AQ,,Parasitoid,seed,Fabaceae,Glycine,max,,,USA,Indiana,Annual,,NA,NA,NA,,capped UV-resistant polyethylene vials (1 ml),Yellow sticky traps,Attractant,1 ml ,No,blend,6,1,,Number of insects per sample,0.24,0.09,,6,,,0.31,0.13,,6,,,,,26,Cesar ,
26,,2012,"Braasch, J; Wimp, GM; Kaplan, I",,Testing for Phytochemical Synergism: Arthropod Community Responses to Induced Plant Volatile Blends Across Crops,10.1007/s10886-012-0202-y,JOURNAL OF CHEMICAL ECOLOGY,Complex,Aldult,Hemiptera,Anthocoridae,Orius ,insidiosus,Predator,seed,Fabaceae,Glycine,max,,,USA,Indiana,Annual,,Methyl salicylate,Benzenoid,Shikimate pathway,,capped UV-resistant polyethylene vials (1 ml),Yellow sticky traps,Attractant,1 ml ,No,Single,6,1,,Number of insects per sample,2.04,0.27,,6,,,3.5,0.54,,6,,,,,26,Cesar ,
26,,2012,"Braasch, J; Wimp, GM; Kaplan, I",,Testing for Phytochemical Synergism: Arthropod Community Responses to Induced Plant Volatile Blends Across Crops,10.1007/s10886-012-0202-y,JOURNAL OF CHEMICAL ECOLOGY,Complex,Aldult,Hemiptera,Anthocoridae,Orius ,insidiosus,Predator,seed,Fabaceae,Glycine,max,,,USA,Indiana,Annual,,(Z)-3-hexenol,GLV,Lox pathway,,capped UV-resistant polyethylene vials (1 ml),Yellow sticky traps,Attractant,1 ml ,No,Single,6,1,,Number of insects per sample,2.04,0.27,,6,,,3.21,0.46,,6,,,,,26,Cesar ,
26,,2012,"Braasch, J; Wimp, GM; Kaplan, I",,Testing for Phytochemical Synergism: Arthropod Community Responses to Induced Plant Volatile Blends Across Crops,10.1007/s10886-012-0202-y,JOURNAL OF CHEMICAL ECOLOGY,Complex,Aldult,Hemiptera,Anthocoridae,Orius ,insidiosus,Predator,seed,Fabaceae,Glycine,max,,,USA,Indiana,Annual,,Phenylethyl alcohol,Alcohols ,Ehrlich pathway,,capped UV-resistant polyethylene vials (1 ml),Yellow sticky traps,Attractant,1 ml ,No,Single,6,1,,Number of insects per sample,2.04,0.27,,6,,,2.9,0.35,,6,,,,,26,Cesar ,
26,,2012,"Braasch, J; Wimp, GM; Kaplan, I",,Testing for Phytochemical Synergism: Arthropod Community Responses to Induced Plant Volatile Blends Across Crops,10.1007/s10886-012-0202-y,JOURNAL OF CHEMICAL ECOLOGY,Complex,Aldult,Hemiptera,Anthocoridae,Orius ,insidiosus,Predator,seed,Fabaceae,Glycine,max,,,USA,Indiana,Annual,,NA,NA,NA,,capped UV-resistant polyethylene vials (1 ml),Yellow sticky traps,Attractant,1 ml ,No,blend,6,1,,Number of insects per sample,2.04,0.27,,6,,,2.52,0.42,,6,,,,,26,Cesar ,
26,,2012,"Braasch, J; Wimp, GM; Kaplan, I",,Testing for Phytochemical Synergism: Arthropod Community Responses to Induced Plant Volatile Blends Across Crops,10.1007/s10886-012-0202-y,JOURNAL OF CHEMICAL ECOLOGY,Complex,Aldult,Hemiptera,Anthocoridae,Orius ,insidiosus,Predator,seed,Fabaceae,Glycine,max,,,USA,Indiana,Annual,,NA,NA,NA,,capped UV-resistant polyethylene vials (1 ml),Yellow sticky traps,Attractant,1 ml ,No,blend,6,1,,Number of insects per sample,2.04,0.27,,6,,,3,0.37,,6,,,,,26,Cesar ,
