Study_ID,Title,DOI,Journal,Year,Study_env,Vec_order,Vec_family,Vec_genus,Vec_species,Vec_trait,Other_trait,Vec_stage,Pred_phylum,Pred_class,Pred_order,Pred_family,Pred_genus,Pred_species,Pred_starved,Time_starved_min,Pred_effect,Units,Con_mean,Con_sd,Con_n,Pred_mean,Pred_sd,Pred_n,Graph_text,Sex,Std_pred_level,Std_exp_time_days,Larval_instar,Num_pred,Num_prey,Arena_vol,Time_eating_days,Temp,Cue_type,Experimental_ID,Mixed_prey,Pesticide
353,Diving Behavior in Anopheles gambiae (Diptera: Culicidae): Avoidance of a Predacious Wolf Spider (Araneae: Lycosidae) in Relation to Life Stage and Water Depth,10.1603/0022-2585(2008)45[1050:dbiagd]2.0.co;2,Journal of Medical Entomology,2008,LAB,Diptera,Culicidae,Anopheles,gambiae,SURVIVAL,NA,LARVA,Arthropoda,Arachnida,Araneae,Lycosidae,Pardosa,messingerae,YES,4320,CONSUMPTIVE,Survival rate,0.89,0.1,24,0.41,0.17,22,GRAPH,NA,20,1,LATE,1,20,67,1,28.25,NA,D,NO,NO
353,Diving Behavior in Anopheles gambiae (Diptera: Culicidae): Avoidance of a Predacious Wolf Spider (Araneae: Lycosidae) in Relation to Life Stage and Water Depth,10.1603/0022-2585(2008)45[1050:dbiagd]2.0.co;2,Journal of Medical Entomology,2008,LAB,Diptera,Culicidae,Anopheles,gambiae,SURVIVAL,NA,PUPA,Arthropoda,Arachnida,Araneae,Lycosidae,Pardosa,messingerae,YES,4320,CONSUMPTIVE,Survival rate,1,0,24,0.74,0.19,24,GRAPH,NA,20,1,NA,1,20,67,1,28.25,NA,E,NO,NO
416,Predicting species interactions based on behaviour: Predation and competition in container-dwelling mosquitoes,10.2307/5700,Journal of Animal Ecology,1996,LAB,Diptera,Culicidae,Aedes,aegypti,SURVIVAL,NA,LARVA,Arthropoda,Insecta,Diptera,Culicidae,Toxorhynchites,rutilus,NO,0,CONSUMPTIVE,Proportion survival,0.678,0.015,4,0.006,0.009,4,GRAPH,NA,50,NA,BOTH,1,50,320,NA,24,NA,G,YES,NO
416,Predicting species interactions based on behaviour: Predation and competition in container-dwelling mosquitoes,10.2307/5700,Journal of Animal Ecology,1996,LAB,Diptera,Culicidae,Aedes,aegypti,SURVIVAL,NA,LARVA,Arthropoda,Insecta,Diptera,Culicidae,Toxorhynchites,rutilus,NO,0,CONSUMPTIVE,Proportion survival,0.011,0,4,0,0,4,GRAPH,NA,100,NA,BOTH,1,100,320,NA,24,NA,H,YES,NO
416,Predicting species interactions based on behaviour: Predation and competition in container-dwelling mosquitoes,10.2307/5700,Journal of Animal Ecology,1996,LAB,Diptera,Culicidae,Aedes,triseriatus,SURVIVAL,NA,LARVA,Arthropoda,Insecta,Diptera,Culicidae,Toxorhynchites,rutilus,NO,0,CONSUMPTIVE,Proportion survival,0.696,0.069,4,0.106,0.027,4,GRAPH,NA,50,NA,BOTH,1,50,320,NA,24,NA,G,YES,NO
416,Predicting species interactions based on behaviour: Predation and competition in container-dwelling mosquitoes,10.2307/5700,Journal of Animal Ecology,1996,LAB,Diptera,Culicidae,Aedes,triseriatus,SURVIVAL,NA,LARVA,Arthropoda,Insecta,Diptera,Culicidae,Toxorhynchites,rutilus,NO,0,CONSUMPTIVE,Proportion survival,0.041,0.02,4,0.101,0.059,4,GRAPH,NA,100,NA,BOTH,1,100,320,NA,24,NA,H,YES,NO
416,Predicting species interactions based on behaviour: Predation and competition in container-dwelling mosquitoes,10.2307/5700,Journal of Animal Ecology,1996,LAB,Diptera,Culicidae,Aedes,triseriatus,SIZE,NA,ADULT,Arthropoda,Insecta,Diptera,Culicidae,Toxorhynchites,rutilus,NO,0,NONCONSUMPTIVE,"Adult mass (mg), group means",0.29,0.111,4,0.713,0.11,4,GRAPH,FEMALE,50,NA,NA,1,50,320,NA,24,PREDDC,G,YES,NO
416,Predicting species interactions based on behaviour: Predation and competition in container-dwelling mosquitoes,10.2307/5700,Journal of Animal Ecology,1996,LAB,Diptera,Culicidae,Aedes,triseriatus,SIZE,NA,ADULT,Arthropoda,Insecta,Diptera,Culicidae,Toxorhynchites,rutilus,NO,0,NONCONSUMPTIVE,"Adult mass (mg), group means",0.156,0.046,4,0.368,0.059,3,GRAPH,MALE,50,NA,NA,1,50,320,NA,24,PREDDC,G,YES,NO
416,Predicting species interactions based on behaviour: Predation and competition in container-dwelling mosquitoes,10.2307/5700,Journal of Animal Ecology,1996,LAB,Diptera,Culicidae,Aedes,triseriatus,SIZE,NA,ADULT,Arthropoda,Insecta,Diptera,Culicidae,Toxorhynchites,rutilus,NO,0,NONCONSUMPTIVE,"Adult mass (mg), group means",0.164,0.11,3,0.531,0.111,4,GRAPH,FEMALE,100,NA,NA,1,100,320,NA,24,PREDDC,H,YES,NO
416,Predicting species interactions based on behaviour: Predation and competition in container-dwelling mosquitoes,10.2307/5700,Journal of Animal Ecology,1996,LAB,Diptera,Culicidae,Aedes,triseriatus,SIZE,NA,ADULT,Arthropoda,Insecta,Diptera,Culicidae,Toxorhynchites,rutilus,NO,0,NONCONSUMPTIVE,"Adult mass (mg), group means",0.162,0.041,3,0.296,0.06,4,GRAPH,MALE,100,NA,NA,1,100,320,NA,24,PREDDC,H,YES,NO
416,Predicting species interactions based on behaviour: Predation and competition in container-dwelling mosquitoes,10.2307/5700,Journal of Animal Ecology,1996,LAB,Diptera,Culicidae,Aedes,triseriatus,DEVELOPMENT,NA,LARVA,Arthropoda,Insecta,Diptera,Culicidae,Toxorhynchites,rutilus,NO,0,NONCONSUMPTIVE,"Eclosion rate (1/median days to eclosion), group medians",0.028,0.008,4,0.042,0.007,4,GRAPH,FEMALE,50,NA,BOTH,1,50,320,NA,24,PREDDC,G,YES,NO
416,Predicting species interactions based on behaviour: Predation and competition in container-dwelling mosquitoes,10.2307/5700,Journal of Animal Ecology,1996,LAB,Diptera,Culicidae,Aedes,triseriatus,DEVELOPMENT,NA,LARVA,Arthropoda,Insecta,Diptera,Culicidae,Toxorhynchites,rutilus,NO,0,NONCONSUMPTIVE,"Eclosion rate (1/median days to eclosion), group medians",0.036,0.007,4,0.047,0.008,3,GRAPH,MALE,50,NA,BOTH,1,50,320,NA,24,PREDDC,G,YES,NO
416,Predicting species interactions based on behaviour: Predation and competition in container-dwelling mosquitoes,10.2307/5700,Journal of Animal Ecology,1996,LAB,Diptera,Culicidae,Aedes,triseriatus,DEVELOPMENT,NA,LARVA,Arthropoda,Insecta,Diptera,Culicidae,Toxorhynchites,rutilus,NO,0,NONCONSUMPTIVE,"Eclosion rate (1/median days to eclosion), group medians",0.015,0.009,3,0.035,0.007,4,GRAPH,FEMALE,100,NA,BOTH,1,100,320,NA,24,PREDDC,H,YES,NO
416,Predicting species interactions based on behaviour: Predation and competition in container-dwelling mosquitoes,10.2307/5700,Journal of Animal Ecology,1996,LAB,Diptera,Culicidae,Aedes,triseriatus,DEVELOPMENT,NA,LARVA,Arthropoda,Insecta,Diptera,Culicidae,Toxorhynchites,rutilus,NO,0,NONCONSUMPTIVE,"Eclosion rate (1/median days to eclosion), group medians",0.015,0.007,3,0.042,0.008,4,GRAPH,MALE,100,NA,BOTH,1,100,320,NA,24,PREDDC,H,YES,NO
416,Predicting species interactions based on behaviour: Predation and competition in container-dwelling mosquitoes,10.2307/5700,Journal of Animal Ecology,1996,LAB,Diptera,Culicidae,Aedes,aegypti,BEHAVIOR: browse,NA,LARVA,Arthropoda,Insecta,Diptera,Culicidae,Toxorhynchites,rutilus,YES,960,NONCONSUMPTIVE,Proportion of time,0.3,0.16,36,0.12,0.17,26,GRAPH,NA,1,0.0052,EARLY,1,1,30,NA,24,PRED,A,NO,NO
416,Predicting species interactions based on behaviour: Predation and competition in container-dwelling mosquitoes,10.2307/5700,Journal of Animal Ecology,1996,LAB,Diptera,Culicidae,Aedes,aegypti,BEHAVIOR: filter,NA,LARVA,Arthropoda,Insecta,Diptera,Culicidae,Toxorhynchites,rutilus,YES,960,NONCONSUMPTIVE,Proportion of time,0,0,36,0.01,0.03,26,GRAPH,NA,1,0.0052,EARLY,1,1,30,NA,24,PRED,A,NO,NO
416,Predicting species interactions based on behaviour: Predation and competition in container-dwelling mosquitoes,10.2307/5700,Journal of Animal Ecology,1996,LAB,Diptera,Culicidae,Aedes,aegypti,BEHAVIOR: rest,NA,LARVA,Arthropoda,Insecta,Diptera,Culicidae,Toxorhynchites,rutilus,YES,960,NONCONSUMPTIVE,Proportion of time,0.24,0.12,36,0.07,0.05,26,GRAPH,NA,1,0.0052,EARLY,1,1,30,NA,24,PRED,A,NO,NO
416,Predicting species interactions based on behaviour: Predation and competition in container-dwelling mosquitoes,10.2307/5700,Journal of Animal Ecology,1996,LAB,Diptera,Culicidae,Aedes,aegypti,BEHAVIOR: thrash,NA,LARVA,Arthropoda,Insecta,Diptera,Culicidae,Toxorhynchites,rutilus,YES,960,NONCONSUMPTIVE,Proportion of time,0.47,0.18,36,0.8,0.17,26,GRAPH,NA,1,0.0052,EARLY,1,1,30,NA,24,PRED,A,NO,NO
416,Predicting species interactions based on behaviour: Predation and competition in container-dwelling mosquitoes,10.2307/5700,Journal of Animal Ecology,1996,LAB,Diptera,Culicidae,Aedes,aegypti,BEHAVIOR: browse,NA,LARVA,Arthropoda,Insecta,Diptera,Culicidae,Toxorhynchites,rutilus,YES,960,NONCONSUMPTIVE,Proportion of time,0.29,0.16,40,0.12,0.09,23,GRAPH,NA,1,0.0052,LATE,1,1,30,NA,24,PRED,A,NO,NO
416,Predicting species interactions based on behaviour: Predation and competition in container-dwelling mosquitoes,10.2307/5700,Journal of Animal Ecology,1996,LAB,Diptera,Culicidae,Aedes,aegypti,BEHAVIOR: filter,NA,LARVA,Arthropoda,Insecta,Diptera,Culicidae,Toxorhynchites,rutilus,YES,960,NONCONSUMPTIVE,Proportion of time,0.03,0.05,40,0.09,0.1,23,GRAPH,NA,1,0.0052,LATE,1,1,30,NA,24,PRED,A,NO,NO
416,Predicting species interactions based on behaviour: Predation and competition in container-dwelling mosquitoes,10.2307/5700,Journal of Animal Ecology,1996,LAB,Diptera,Culicidae,Aedes,aegypti,BEHAVIOR: rest,NA,LARVA,Arthropoda,Insecta,Diptera,Culicidae,Toxorhynchites,rutilus,YES,960,NONCONSUMPTIVE,Proportion of time,0.19,0.12,40,0.09,0.08,23,GRAPH,NA,1,0.0052,LATE,1,1,30,NA,24,PRED,A,NO,NO
416,Predicting species interactions based on behaviour: Predation and competition in container-dwelling mosquitoes,10.2307/5700,Journal of Animal Ecology,1996,LAB,Diptera,Culicidae,Aedes,aegypti,BEHAVIOR: thrash,NA,LARVA,Arthropoda,Insecta,Diptera,Culicidae,Toxorhynchites,rutilus,YES,960,NONCONSUMPTIVE,Proportion of time,0.51,0.18,40,0.72,0.14,23,GRAPH,NA,1,0.0052,LATE,1,1,30,NA,24,PRED,A,NO,NO
416,Predicting species interactions based on behaviour: Predation and competition in container-dwelling mosquitoes,10.2307/5700,Journal of Animal Ecology,1996,LAB,Diptera,Culicidae,Aedes,aegypti,SURVIVAL,NA,LARVA,Arthropoda,Insecta,Diptera,Culicidae,Toxorhynchites,rutilus,NO,0,CONSUMPTIVE,Proportion survival,0.27,0.22,4,0.02,0.02,4,GRAPH,NA,100,NA,BOTH,1,100,320,NA,24,NA,C,NO,NO
416,Predicting species interactions based on behaviour: Predation and competition in container-dwelling mosquitoes,10.2307/5700,Journal of Animal Ecology,1996,LAB,Diptera,Culicidae,Aedes,aegypti,SURVIVAL,NA,LARVA,Arthropoda,Insecta,Diptera,Culicidae,Toxorhynchites,rutilus,NO,0,CONSUMPTIVE,Proportion survival,0.01,0.01,4,0.002,0.003,4,GRAPH,NA,200,NA,BOTH,1,200,320,NA,24,NA,D,NO,NO
416,Predicting species interactions based on behaviour: Predation and competition in container-dwelling mosquitoes,10.2307/5700,Journal of Animal Ecology,1996,LAB,Diptera,Culicidae,Aedes,triseriatus,BEHAVIOR: browse,NA,LARVA,Arthropoda,Insecta,Diptera,Culicidae,Toxorhynchites,rutilus,YES,960,NONCONSUMPTIVE,Proportion of time,0.12,0.17,40,0.13,0.12,34,GRAPH,NA,1,0.0052,EARLY,1,1,30,NA,24,PRED,B,NO,NO
416,Predicting species interactions based on behaviour: Predation and competition in container-dwelling mosquitoes,10.2307/5700,Journal of Animal Ecology,1996,LAB,Diptera,Culicidae,Aedes,triseriatus,BEHAVIOR: filter,NA,LARVA,Arthropoda,Insecta,Diptera,Culicidae,Toxorhynchites,rutilus,YES,960,NONCONSUMPTIVE,Proportion of time,0.02,0.05,40,0.14,0.17,34,GRAPH,NA,1,0.0052,EARLY,1,1,30,NA,24,PRED,B,NO,NO
416,Predicting species interactions based on behaviour: Predation and competition in container-dwelling mosquitoes,10.2307/5700,Journal of Animal Ecology,1996,LAB,Diptera,Culicidae,Aedes,triseriatus,BEHAVIOR: rest,NA,LARVA,Arthropoda,Insecta,Diptera,Culicidae,Toxorhynchites,rutilus,YES,960,NONCONSUMPTIVE,Proportion of time,0.34,0.12,40,0.17,0.09,34,GRAPH,NA,1,0.0052,EARLY,1,1,30,NA,24,PRED,B,NO,NO
416,Predicting species interactions based on behaviour: Predation and competition in container-dwelling mosquitoes,10.2307/5700,Journal of Animal Ecology,1996,LAB,Diptera,Culicidae,Aedes,triseriatus,BEHAVIOR: thrash,NA,LARVA,Arthropoda,Insecta,Diptera,Culicidae,Toxorhynchites,rutilus,YES,960,NONCONSUMPTIVE,Proportion of time,0.53,0.17,40,0.56,0.18,34,GRAPH,NA,1,0.0052,EARLY,1,1,30,NA,24,PRED,B,NO,NO
416,Predicting species interactions based on behaviour: Predation and competition in container-dwelling mosquitoes,10.2307/5700,Journal of Animal Ecology,1996,LAB,Diptera,Culicidae,Aedes,triseriatus,BEHAVIOR: browse,NA,LARVA,Arthropoda,Insecta,Diptera,Culicidae,Toxorhynchites,rutilus,YES,960,NONCONSUMPTIVE,Proportion of time,0.31,0.16,40,0.12,0.14,32,GRAPH,NA,1,0.0052,LATE,1,1,30,NA,24,PRED,B,NO,NO
416,Predicting species interactions based on behaviour: Predation and competition in container-dwelling mosquitoes,10.2307/5700,Journal of Animal Ecology,1996,LAB,Diptera,Culicidae,Aedes,triseriatus,BEHAVIOR: filter,NA,LARVA,Arthropoda,Insecta,Diptera,Culicidae,Toxorhynchites,rutilus,YES,960,NONCONSUMPTIVE,Proportion of time,0.11,0.05,40,0.4,0.16,32,GRAPH,NA,1,0.0052,LATE,1,1,30,NA,24,PRED,B,NO,NO
416,Predicting species interactions based on behaviour: Predation and competition in container-dwelling mosquitoes,10.2307/5700,Journal of Animal Ecology,1996,LAB,Diptera,Culicidae,Aedes,triseriatus,BEHAVIOR: rest,NA,LARVA,Arthropoda,Insecta,Diptera,Culicidae,Toxorhynchites,rutilus,YES,960,NONCONSUMPTIVE,Proportion of time,0.35,0.12,40,0.13,0.08,32,GRAPH,NA,1,0.0052,LATE,1,1,30,NA,24,PRED,B,NO,NO
416,Predicting species interactions based on behaviour: Predation and competition in container-dwelling mosquitoes,10.2307/5700,Journal of Animal Ecology,1996,LAB,Diptera,Culicidae,Aedes,triseriatus,BEHAVIOR: thrash,NA,LARVA,Arthropoda,Insecta,Diptera,Culicidae,Toxorhynchites,rutilus,YES,960,NONCONSUMPTIVE,Proportion of time,0.25,0.18,40,0.36,0.15,32,GRAPH,NA,1,0.0052,LATE,1,1,30,NA,24,PRED,B,NO,NO
416,Predicting species interactions based on behaviour: Predation and competition in container-dwelling mosquitoes,10.2307/5700,Journal of Animal Ecology,1996,LAB,Diptera,Culicidae,Aedes,triseriatus,SURVIVAL,NA,LARVA,Arthropoda,Insecta,Diptera,Culicidae,Toxorhynchites,rutilus,NO,0,CONSUMPTIVE,Proportion survival,0.57,0.11,4,0.03,0.01,4,GRAPH,NA,100,NA,BOTH,1,100,320,NA,24,NA,E,NO,NO
416,Predicting species interactions based on behaviour: Predation and competition in container-dwelling mosquitoes,10.2307/5700,Journal of Animal Ecology,1996,LAB,Diptera,Culicidae,Aedes,triseriatus,SURVIVAL,NA,LARVA,Arthropoda,Insecta,Diptera,Culicidae,Toxorhynchites,rutilus,NO,0,CONSUMPTIVE,Proportion survival,0.06,0.01,4,0.09,0.05,4,GRAPH,NA,200,NA,BOTH,1,200,320,NA,24,NA,F,NO,NO
416,Predicting species interactions based on behaviour: Predation and competition in container-dwelling mosquitoes,10.2307/5700,Journal of Animal Ecology,1996,LAB,Diptera,Culicidae,Aedes,triseriatus,SIZE,NA,ADULT,Arthropoda,Insecta,Diptera,Culicidae,Toxorhynchites,rutilus,NO,0,NONCONSUMPTIVE,"Adult mass (mg), group means",0.33,0.11,4,0.69,0.11,3,GRAPH,FEMALE,100,NA,NA,1,100,320,NA,24,PREDDC,E,NO,NO
416,Predicting species interactions based on behaviour: Predation and competition in container-dwelling mosquitoes,10.2307/5700,Journal of Animal Ecology,1996,LAB,Diptera,Culicidae,Aedes,triseriatus,SIZE,NA,ADULT,Arthropoda,Insecta,Diptera,Culicidae,Toxorhynchites,rutilus,NO,0,NONCONSUMPTIVE,"Adult mass (mg), group means",0.2,0.11,3,0.47,0.11,4,GRAPH,FEMALE,200,NA,NA,1,200,320,NA,24,PREDDC,F,NO,NO
416,Predicting species interactions based on behaviour: Predation and competition in container-dwelling mosquitoes,10.2307/5700,Journal of Animal Ecology,1996,LAB,Diptera,Culicidae,Aedes,triseriatus,SIZE,NA,ADULT,Arthropoda,Insecta,Diptera,Culicidae,Toxorhynchites,rutilus,NO,0,NONCONSUMPTIVE,"Adult mass (mg), group means",0.15,0.05,4,0.35,0.06,2,GRAPH,MALE,100,NA,NA,1,100,320,NA,24,PREDDC,E,NO,NO
416,Predicting species interactions based on behaviour: Predation and competition in container-dwelling mosquitoes,10.2307/5700,Journal of Animal Ecology,1996,LAB,Diptera,Culicidae,Aedes,triseriatus,SIZE,NA,ADULT,Arthropoda,Insecta,Diptera,Culicidae,Toxorhynchites,rutilus,NO,0,NONCONSUMPTIVE,"Adult mass (mg), group means",0.11,0.05,4,0.26,0.06,4,GRAPH,MALE,200,NA,NA,1,200,320,NA,24,PREDDC,F,NO,NO
416,Predicting species interactions based on behaviour: Predation and competition in container-dwelling mosquitoes,10.2307/5700,Journal of Animal Ecology,1996,LAB,Diptera,Culicidae,Aedes,triseriatus,DEVELOPMENT,NA,LARVA,Arthropoda,Insecta,Diptera,Culicidae,Toxorhynchites,rutilus,NO,0,NONCONSUMPTIVE,"Eclosion rate (1/median days to eclosion), group medians",0.033,0.009,4,0.044,0.007,3,GRAPH,FEMALE,100,NA,BOTH,1,100,320,NA,24,PREDDC,E,NO,NO
416,Predicting species interactions based on behaviour: Predation and competition in container-dwelling mosquitoes,10.2307/5700,Journal of Animal Ecology,1996,LAB,Diptera,Culicidae,Aedes,triseriatus,DEVELOPMENT,NA,LARVA,Arthropoda,Insecta,Diptera,Culicidae,Toxorhynchites,rutilus,NO,0,NONCONSUMPTIVE,"Eclosion rate (1/median days to eclosion), group medians",0.028,0.008,3,0.038,0.007,4,GRAPH,FEMALE,200,NA,BOTH,1,200,320,NA,24,PREDDC,F,NO,NO
416,Predicting species interactions based on behaviour: Predation and competition in container-dwelling mosquitoes,10.2307/5700,Journal of Animal Ecology,1996,LAB,Diptera,Culicidae,Aedes,triseriatus,DEVELOPMENT,NA,LARVA,Arthropoda,Insecta,Diptera,Culicidae,Toxorhynchites,rutilus,NO,0,NONCONSUMPTIVE,"Eclosion rate (1/median days to eclosion), group medians",0.061,0.007,4,0.06,0.008,2,GRAPH,MALE,100,NA,BOTH,1,100,320,NA,24,PREDDC,E,NO,NO
416,Predicting species interactions based on behaviour: Predation and competition in container-dwelling mosquitoes,10.2307/5700,Journal of Animal Ecology,1996,LAB,Diptera,Culicidae,Aedes,triseriatus,DEVELOPMENT,NA,LARVA,Arthropoda,Insecta,Diptera,Culicidae,Toxorhynchites,rutilus,NO,0,NONCONSUMPTIVE,"Eclosion rate (1/median days to eclosion), group medians",0.039,0.007,4,0.041,0.008,4,GRAPH,MALE,200,NA,BOTH,1,200,320,NA,24,PREDDC,F,NO,NO
418,Competitive Outcomes of Aquatic Container Diptera Depend on Predation and Resource Levels,10.1603/0013-8746(2005)098[0673:cooacd]2.0.co;2,Annals of the Entomological Society of America,2005,LAB,Diptera,Culicidae,Aedes,albopictus,SURVIVAL,NA,LARVA,Arthropoda,Insecta,Diptera,Corethrellidae,Corethrella,appendiculata,YES,1440,CONSUMPTIVE,# emerged/intial #,0.041,0.025,3,0.085,0.049,5,GRAPH,NA,50,NA,BOTH,1,50,400,NA,25,NA,A,YES,NO
418,Competitive Outcomes of Aquatic Container Diptera Depend on Predation and Resource Levels,10.1603/0013-8746(2005)098[0673:cooacd]2.0.co;2,Annals of the Entomological Society of America,2005,LAB,Diptera,Culicidae,Aedes,albopictus,SURVIVAL,NA,LARVA,Arthropoda,Insecta,Diptera,Corethrellidae,Corethrella,appendiculata,YES,1440,CONSUMPTIVE,# emerged/intial #,0.041,0.025,3,0.115,0.033,5,GRAPH,NA,25,NA,BOTH,2,50,400,NA,25,NA,A,YES,NO
418,Competitive Outcomes of Aquatic Container Diptera Depend on Predation and Resource Levels,10.1603/0013-8746(2005)098[0673:cooacd]2.0.co;2,Annals of the Entomological Society of America,2005,LAB,Diptera,Culicidae,Aedes,albopictus,SURVIVAL,NA,LARVA,Arthropoda,Insecta,Diptera,Corethrellidae,Corethrella,appendiculata,YES,1440,CONSUMPTIVE,# emerged/intial #,0.041,0.025,3,0.025,0.017,4,GRAPH,NA,12.5,NA,BOTH,4,50,400,NA,25,NA,A,YES,NO
418,Competitive Outcomes of Aquatic Container Diptera Depend on Predation and Resource Levels,10.1603/0013-8746(2005)098[0673:cooacd]2.0.co;2,Annals of the Entomological Society of America,2005,LAB,Diptera,Culicidae,Aedes,albopictus,SURVIVAL,NA,LARVA,Arthropoda,Insecta,Diptera,Corethrellidae,Corethrella,appendiculata,YES,1440,CONSUMPTIVE,# emerged/intial #,0.161,0.077,3,0.341,0.076,5,GRAPH,NA,50,NA,BOTH,1,50,400,NA,25,NA,B,YES,NO
418,Competitive Outcomes of Aquatic Container Diptera Depend on Predation and Resource Levels,10.1603/0013-8746(2005)098[0673:cooacd]2.0.co;2,Annals of the Entomological Society of America,2005,LAB,Diptera,Culicidae,Aedes,albopictus,SURVIVAL,NA,LARVA,Arthropoda,Insecta,Diptera,Corethrellidae,Corethrella,appendiculata,YES,1440,CONSUMPTIVE,# emerged/intial #,0.161,0.077,3,0.322,0.113,5,GRAPH,NA,25,NA,BOTH,2,50,400,NA,25,NA,B,YES,NO
418,Competitive Outcomes of Aquatic Container Diptera Depend on Predation and Resource Levels,10.1603/0013-8746(2005)098[0673:cooacd]2.0.co;2,Annals of the Entomological Society of America,2005,LAB,Diptera,Culicidae,Aedes,albopictus,SURVIVAL,NA,LARVA,Arthropoda,Insecta,Diptera,Corethrellidae,Corethrella,appendiculata,YES,1440,CONSUMPTIVE,# emerged/intial #,0.161,0.077,3,0.077,0.045,4,GRAPH,NA,12.5,NA,BOTH,4,50,400,NA,25,NA,B,YES,NO
418,Competitive Outcomes of Aquatic Container Diptera Depend on Predation and Resource Levels,10.1603/0013-8746(2005)098[0673:cooacd]2.0.co;2,Annals of the Entomological Society of America,2005,LAB,Diptera,Culicidae,Aedes,albopictus,SURVIVAL,NA,LARVA,Arthropoda,Insecta,Diptera,Corethrellidae,Corethrella,appendiculata,YES,1440,CONSUMPTIVE,# emerged/intial #,0.784,0.045,5,0.317,0.15,5,GRAPH,NA,50,NA,BOTH,1,50,400,NA,25,NA,C,YES,NO
418,Competitive Outcomes of Aquatic Container Diptera Depend on Predation and Resource Levels,10.1603/0013-8746(2005)098[0673:cooacd]2.0.co;2,Annals of the Entomological Society of America,2005,LAB,Diptera,Culicidae,Aedes,albopictus,SURVIVAL,NA,LARVA,Arthropoda,Insecta,Diptera,Corethrellidae,Corethrella,appendiculata,YES,1440,CONSUMPTIVE,# emerged/intial #,0.784,0.045,5,0.286,0.129,5,GRAPH,NA,25,NA,BOTH,2,50,400,NA,25,NA,C,YES,NO
418,Competitive Outcomes of Aquatic Container Diptera Depend on Predation and Resource Levels,10.1603/0013-8746(2005)098[0673:cooacd]2.0.co;2,Annals of the Entomological Society of America,2005,LAB,Diptera,Culicidae,Aedes,albopictus,SURVIVAL,NA,LARVA,Arthropoda,Insecta,Diptera,Corethrellidae,Corethrella,appendiculata,YES,1440,CONSUMPTIVE,# emerged/intial #,0.784,0.045,5,0.069,0.055,5,GRAPH,NA,12.5,NA,BOTH,4,50,400,NA,25,NA,C,YES,NO
418,Competitive Outcomes of Aquatic Container Diptera Depend on Predation and Resource Levels,10.1603/0013-8746(2005)098[0673:cooacd]2.0.co;2,Annals of the Entomological Society of America,2005,LAB,Diptera,Culicidae,Aedes,triseriatus,SURVIVAL,NA,LARVA,Arthropoda,Insecta,Diptera,Corethrellidae,Corethrella,appendiculata,YES,1440,CONSUMPTIVE,# emerged/intial #,0.008,0.01,2,0.109,0.085,5,GRAPH,NA,50,NA,BOTH,1,50,400,NA,25,NA,B,YES,NO
418,Competitive Outcomes of Aquatic Container Diptera Depend on Predation and Resource Levels,10.1603/0013-8746(2005)098[0673:cooacd]2.0.co;2,Annals of the Entomological Society of America,2005,LAB,Diptera,Culicidae,Aedes,triseriatus,SURVIVAL,NA,LARVA,Arthropoda,Insecta,Diptera,Corethrellidae,Corethrella,appendiculata,YES,1440,CONSUMPTIVE,# emerged/intial #,0.008,0.01,2,0.047,0.016,5,GRAPH,NA,25,NA,BOTH,2,50,400,NA,25,NA,B,YES,NO
418,Competitive Outcomes of Aquatic Container Diptera Depend on Predation and Resource Levels,10.1603/0013-8746(2005)098[0673:cooacd]2.0.co;2,Annals of the Entomological Society of America,2005,LAB,Diptera,Culicidae,Aedes,triseriatus,SURVIVAL,NA,LARVA,Arthropoda,Insecta,Diptera,Corethrellidae,Corethrella,appendiculata,YES,1440,CONSUMPTIVE,# emerged/intial #,0.008,0.01,2,0.117,0.104,4,GRAPH,NA,12.5,NA,BOTH,4,50,400,NA,25,NA,B,YES,NO
418,Competitive Outcomes of Aquatic Container Diptera Depend on Predation and Resource Levels,10.1603/0013-8746(2005)098[0673:cooacd]2.0.co;2,Annals of the Entomological Society of America,2005,LAB,Diptera,Culicidae,Aedes,triseriatus,SURVIVAL,NA,LARVA,Arthropoda,Insecta,Diptera,Corethrellidae,Corethrella,appendiculata,YES,1440,CONSUMPTIVE,# emerged/intial #,0.061,0.047,5,0.409,0.212,5,GRAPH,NA,50,NA,BOTH,1,50,400,NA,25,NA,C,YES,NO
418,Competitive Outcomes of Aquatic Container Diptera Depend on Predation and Resource Levels,10.1603/0013-8746(2005)098[0673:cooacd]2.0.co;2,Annals of the Entomological Society of America,2005,LAB,Diptera,Culicidae,Aedes,triseriatus,SURVIVAL,NA,LARVA,Arthropoda,Insecta,Diptera,Corethrellidae,Corethrella,appendiculata,YES,1440,CONSUMPTIVE,# emerged/intial #,0.061,0.047,5,0.371,0.11,5,GRAPH,NA,25,NA,BOTH,2,50,400,NA,25,NA,C,YES,NO
418,Competitive Outcomes of Aquatic Container Diptera Depend on Predation and Resource Levels,10.1603/0013-8746(2005)098[0673:cooacd]2.0.co;2,Annals of the Entomological Society of America,2005,LAB,Diptera,Culicidae,Aedes,triseriatus,SURVIVAL,NA,LARVA,Arthropoda,Insecta,Diptera,Corethrellidae,Corethrella,appendiculata,YES,1440,CONSUMPTIVE,# emerged/intial #,0.061,0.047,5,0.161,0.085,5,GRAPH,NA,12.5,NA,BOTH,4,50,400,NA,25,NA,C,YES,NO
